發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
108,7,2,18,42,2,02萬華區,萬華區西園路1段93號,0,1,1,B03,2.0,61.0,3.0,6.0,50.0,14.0,9.0
108,7,7,16,39,2,02萬華區,萬華區忠孝西路2段與西寧南路口,0,1,1,B02,2.0,46.0,3.0,8.0,50.0,4.0,1.0
108,7,23,18,23,2,02萬華區,萬華區西園路1段與大理街口,0,1,1,B03,2.0,52.0,3.0,6.0,50.0,4.0,1.0
108,8,26,20,50,2,02萬華區,萬華區環河南路1段119號,0,1,2,B02,2.0,28.0,3.0,8.0,50.0,14.0,9.0
108,9,11,2,20,2,02萬華區,萬華區環河快速道路往南169桿,0,2,1,B03,2.0,38.0,2.0,8.0,60.0,10.0,9.0
108,8,31,16,51,2,02萬華區,萬華區青年路58號前,0,1,1,B03,2.0,64.0,3.0,8.0,30.0,14.0,9.0
108,12,3,8,44,2,02萬華區,萬華區萬大路423巷與青年路口,0,1,2,B03,2.0,56.0,3.0,8.0,30.0,3.0,2.0
108,9,22,19,44,2,02萬華區,萬華區長沙街2段147號,0,1,2,B03,2.0,27.0,3.0,8.0,50.0,14.0,9.0
108,11,13,21,1,2,02萬華區,萬華區堤外便道往北(萬大水門口),0,1,1,B03,2.0,59.0,3.0,8.0,50.0,14.0,9.0
108,10,7,8,42,2,02萬華區,萬華區富民路145巷與富民路口,0,1,2,B03,2.0,48.0,3.0,8.0,30.0,3.0,1.0
108,10,16,13,14,2,02萬華區,萬華區長順街14巷27號,0,1,1,B03,2.0,39.0,3.0,8.0,30.0,14.0,7.0
108,7,13,6,39,2,02萬華區,萬華區中華路2段364巷24弄與中華路2段364巷口,0,1,1,B03,2.0,35.0,3.0,8.0,50.0,4.0,1.0
108,8,11,21,54,2,02萬華區,萬華區環河快速道路往南接中興橋閘道,0,1,1,B03,2.0,46.0,3.0,8.0,60.0,10.0,16.0
108,9,4,14,43,2,02萬華區,萬華區艋舺大道9號對面,0,1,2,B03,2.0,33.0,2.0,6.0,50.0,14.0,9.0
108,10,30,23,31,2,02萬華區,萬華區艋舺大道與萬大路口,0,1,1,B02,2.0,19.0,3.0,6.0,50.0,4.0,1.0
108,10,9,13,38,2,02萬華區,萬華區忠孝西路1段與昆明街口,0,1,1,B03,2.0,42.0,3.0,8.0,50.0,4.0,1.0
108,10,25,17,17,2,02萬華區,萬華區艋舺大道與雙園街口,0,1,1,B03,2.0,30.0,3.0,8.0,50.0,4.0,1.0
108,12,18,23,56,2,02萬華區,萬華區中華路2段與西藏路口,0,1,1,B03,2.0,40.0,3.0,7.0,50.0,4.0,2.0
108,12,19,17,37,2,02萬華區,萬華區艋舺大道與雙園街口,0,1,1,B03,2.0,41.0,3.0,7.0,50.0,4.0,1.0
108,12,31,8,40,2,02萬華區,萬華區西園路2段與西藏路口,0,1,1,B03,2.0,59.0,3.0,7.0,50.0,4.0,2.0
108,12,26,17,59,2,02萬華區,萬華區環河快速道路往南過桂林匝道,0,1,2,B03,2.0,42.0,2.0,8.0,60.0,10.0,9.0
108,12,26,17,59,2,02萬華區,萬華區環河快速道路往南過桂林匝道,0,1,3,B03,2.0,41.0,3.0,8.0,60.0,10.0,9.0
108,12,30,17,0,2,02萬華區,萬華區中華路1段202號,0,1,2,B03,2.0,48.0,3.0,6.0,0.0,14.0,9.0
108,12,10,10,29,2,02萬華區,萬華區西園路2段320巷55弄與艋舺大道口,0,1,2,B03,2.0,36.0,3.0,8.0,50.0,3.0,2.0
108,9,15,7,49,2,02萬華區,萬華區中華路2段662號,0,1,2,B01,2.0,46.0,3.0,7.0,50.0,14.0,7.0
108,8,28,8,8,2,02萬華區,萬華區萬大路與富民路口,0,1,2,B03,2.0,27.0,3.0,8.0,50.0,3.0,1.0
108,9,4,10,8,2,02萬華區,萬華區環河南路2段與長順街口,0,1,1,B03,2.0,52.0,3.0,7.0,50.0,4.0,1.0
108,11,17,8,23,2,02萬華區,萬華區中華路2段532號,0,1,3,B03,2.0,40.0,3.0,8.0,50.0,14.0,8.0
108,12,16,9,35,2,02萬華區,萬華區環河南路2段153號,0,1,1,B03,2.0,40.0,3.0,8.0,50.0,14.0,9.0
108,8,24,10,3,2,02萬華區,萬華區西園路2段與西藏路口,0,1,1,B03,2.0,42.0,3.0,8.0,50.0,4.0,1.0
108,9,12,16,57,2,02萬華區,萬華區環河南路2段250巷與環河南路2段250巷3弄口,0,1,1,B03,2.0,37.0,3.0,8.0,40.0,3.0,1.0
108,9,22,8,50,2,02萬華區,萬華區寶興街68巷1號,0,1,2,B03,2.0,43.0,3.0,8.0,40.0,14.0,9.0
108,1,24,15,37,2,03中山區,中山區北安路與大直街口,0,1,1,B03,2.0,44.0,3.0,8.0,50.0,4.0,1.0
108,1,26,19,6,2,03中山區,中山區松江路330巷與錦州街175巷口,0,1,3,B01,2.0,50.0,3.0,8.0,30.0,4.0,1.0
108,2,11,8,0,2,03中山區,中山區錦西街5巷與錦西街口,0,1,1,B03,2.0,52.0,3.0,8.0,50.0,4.0,1.0
108,1,19,14,15,2,03中山區,中山區中山北路2段96號,0,3,2,B03,2.0,46.0,3.0,8.0,50.0,14.0,9.0
108,1,22,19,6,2,03中山區,中山區市民大道3段與新生北路1段口,0,2,1,B02,2.0,56.0,3.0,8.0,40.0,4.0,2.0
108,1,12,15,0,2,03中山區,中山區市民大道3段1號與新生北路1段62巷口,0,1,1,B03,2.0,23.0,3.0,8.0,40.0,4.0,1.0
108,1,10,10,35,2,03中山區,中山區崇實路與大直街2巷口,0,2,1,B03,2.0,24.0,3.0,8.0,40.0,3.0,1.0
108,1,22,6,6,2,03中山區,中山區錦州街28-8號與錦州街30巷口,0,1,1,B02,2.0,26.0,3.0,8.0,50.0,3.0,1.0
108,1,19,11,0,2,03中山區,中山區民族東路與建國北路3段口,0,1,2,B03,2.0,45.0,2.0,8.0,0.0,5.0,1.0
108,4,1,13,26,2,03中山區,中山區長春路192號,0,1,2,B03,2.0,49.0,3.0,7.0,50.0,14.0,9.0
108,2,10,17,40,2,03中山區,中山區北安路與大直街口,0,2,2,B03,2.0,31.0,3.0,8.0,50.0,4.0,1.0
108,2,11,21,48,2,03中山區,中山區中山北路2段96巷,0,1,1,B03,2.0,44.0,4.0,8.0,50.0,14.0,8.0
108,2,12,18,20,2,03中山區,中山區民族東路與復興北路口地下道,0,1,1,B03,2.0,40.0,3.0,8.0,40.0,4.0,2.0
108,2,17,9,41,2,03中山區,中山區南京東路2段21巷,0,2,1,B03,2.0,67.0,3.0,8.0,50.0,14.0,7.0
108,1,30,7,50,2,03中山區,中山區北安路自強隧道圓環往大直,0,1,2,B03,2.0,45.0,3.0,8.0,50.0,3.0,1.0
108,5,2,12,25,2,03中山區,中山區民權東路2段與建國北路3段口,0,1,1,B03,2.0,51.0,3.0,6.0,50.0,4.0,1.0
108,2,26,9,40,2,03中山區,中山區龍江路410號前,0,1,1,B03,2.0,65.0,3.0,7.0,50.0,4.0,1.0
108,2,2,16,56,2,03中山區,中山區林森北路與民權東路1段口,0,1,1,B01,2.0,54.0,3.0,8.0,50.0,4.0,2.0
108,1,23,16,35,2,03中山區,中山區八德路2段與渭水路口,0,1,3,B03,2.0,43.0,3.0,8.0,50.0,3.0,1.0
108,1,9,13,19,2,03中山區,中山區中山北路2段98號,0,1,1,B02,2.0,22.0,3.0,8.0,50.0,3.0,1.0
108,3,6,10,14,2,03中山區,中山區建國北路3段與民族東路口,0,1,2,B03,2.0,59.0,3.0,8.0,50.0,3.0,1.0
108,1,31,10,46,2,03中山區,中山區復興北路234號,0,2,2,B03,2.0,72.0,3.0,8.0,50.0,14.0,9.0
108,1,23,19,7,2,03中山區,中山區建國北路1段23巷與八德路2段199巷口,0,1,2,B03,2.0,35.0,3.0,8.0,30.0,4.0,1.0
108,2,15,18,0,2,03中山區,中山區建國北路2段與錦州街口,0,2,1,B03,2.0,60.0,3.0,8.0,50.0,4.0,1.0
108,3,23,12,55,2,03中山區,中山區建國北路3段與民權東路3段口,0,1,2,B01,2.0,59.0,3.0,7.0,50.0,4.0,2.0
108,5,2,15,35,2,03中山區,中山區民族東路194號對面,0,1,1,B03,2.0,54.0,3.0,6.0,50.0,14.0,9.0
108,3,1,10,48,2,03中山區,中山區民生東路3段17號前,0,1,1,B03,2.0,57.0,3.0,8.0,50.0,14.0,9.0
108,3,14,22,6,2,03中山區,中山區中山北路2段77巷4號,0,1,1,B03,2.0,57.0,3.0,7.0,40.0,14.0,9.0
108,4,16,21,18,2,03中山區,中山區建國北路3段與農安街口,0,1,1,B03,2.0,34.0,3.0,8.0,50.0,3.0,2.0
108,6,12,8,18,2,03中山區,中山區遼寧街與遼寧街209巷口,0,1,1,B03,2.0,49.0,3.0,7.0,30.0,4.0,2.0
108,4,1,16,55,2,03中山區,中山區龍江路356巷14號,0,1,1,B03,2.0,41.0,4.0,7.0,50.0,14.0,9.0
108,4,19,16,0,2,03中山區,中山區建國南路1段與八德路2段174巷24弄口,0,1,1,B03,2.0,44.0,3.0,6.0,50.0,3.0,1.0
108,3,29,18,16,2,03中山區,中山區北安路770巷與北安路口,0,1,1,B03,2.0,38.0,3.0,7.0,50.0,3.0,1.0
108,4,1,7,19,2,03中山區,中山區民生東路1段84號,0,1,3,B03,2.0,26.0,3.0,6.0,50.0,14.0,9.0
108,6,1,16,17,2,03中山區,中山區林森北路259巷與新生北路2段口,0,1,1,B03,2.0,40.0,3.0,6.0,50.0,4.0,2.0
108,4,16,12,31,2,03中山區,中山區市民大道2段與長安東路1段30巷口,0,1,1,B01,2.0,54.0,3.0,6.0,40.0,3.0,2.0
108,5,17,22,20,2,03中山區,中山區林森北路372號,0,1,3,B03,2.0,27.0,3.0,7.0,50.0,14.0,9.0
108,5,2,16,30,2,03中山區,中山區新生北路2段與錦州街口南側 迴轉道,0,1,1,B03,2.0,39.0,3.0,6.0,50.0,4.0,1.0
108,4,27,1,14,2,03中山區,中山區遼寧街與南京東路3段口,0,1,1,B03,2.0,58.0,3.0,8.0,50.0,4.0,1.0
108,4,19,11,33,2,03中山區,中山區北安路537-1號,0,1,1,B03,2.0,59.0,4.0,8.0,50.0,14.0,8.0
108,3,15,7,55,2,03中山區,中山區南京東路2段與南京東路2段41巷口,0,1,1,B03,2.0,45.0,3.0,8.0,50.0,14.0,8.0
108,3,16,17,33,2,03中山區,中山區建國高架道與民權東路3段口往南,0,1,1,B03,2.0,60.0,3.0,8.0,70.0,10.0,16.0
108,4,21,12,48,2,03中山區,中山區民權東路2段113巷與民權東路2段口,0,1,1,B03,2.0,46.0,3.0,8.0,50.0,14.0,9.0
108,4,22,13,13,2,03中山區,中山區濱江街與新生高架道口往南,0,1,1,B01,2.0,64.0,3.0,8.0,50.0,3.0,2.0
108,4,1,14,10,2,03中山區,中山區建國北路2段與建國北路2段33巷口,0,2,2,B03,2.0,52.0,3.0,8.0,50.0,13.0,9.0
108,5,29,20,52,2,03中山區,中山區濱江街101號,0,1,1,B03,2.0,40.0,3.0,8.0,50.0,14.0,9.0
108,5,16,20,50,2,03中山區,中山區樂群三路與植福路口,0,1,1,B03,2.0,34.0,3.0,7.0,40.0,4.0,1.0
108,11,9,15,37,2,03中山區,中山區北安路538巷與北安路538巷口與無名防火巷,0,1,2,B03,2.0,50.0,3.0,8.0,30.0,3.0,1.0
108,5,29,18,10,2,03中山區,中山區北安路與劍南路口,0,1,2,B03,2.0,49.0,3.0,7.0,50.0,4.0,2.0
108,6,4,11,50,2,03中山區,中山區中山北路3段與德惠街口,0,1,3,B03,2.0,56.0,3.0,6.0,50.0,14.0,9.0
108,6,15,8,45,2,03中山區,中山區新生高架道往南下濱江匝道,0,1,2,B03,2.0,33.0,3.0,8.0,40.0,10.0,16.0
108,5,31,20,58,2,03中山區,中山區中山北路1段126巷與中山北路1段口,0,1,1,B03,2.0,36.0,3.0,8.0,50.0,3.0,1.0
108,8,29,19,10,2,03中山區,中山區民權東路1段與林森北路口,0,1,2,B02,2.0,37.0,3.0,8.0,50.0,4.0,1.0
108,5,23,19,0,2,03中山區,中山區北安路608巷5弄與北安路608巷口口,0,1,1,B03,2.0,48.0,3.0,8.0,30.0,4.0,1.0
108,6,9,13,50,2,03中山區,中山區建國北路1段與長安東路2段口,0,1,1,B02,2.0,49.0,3.0,8.0,50.0,4.0,1.0
108,6,9,19,58,2,03中山區,中山區內湖路1段與堤頂大道1段口,0,2,1,B03,2.0,21.0,3.0,8.0,50.0,4.0,1.0
108,5,26,19,0,2,03中山區,中山區民族東路410巷2弄18號,0,2,1,B02,2.0,50.0,3.0,8.0,50.0,14.0,9.0
108,5,28,16,45,2,03中山區,中山區龍江路與龍江路100巷口,0,1,1,B03,2.0,36.0,3.0,7.0,40.0,3.0,1.0
108,6,9,10,39,2,03中山區,中山區北安路630巷與北安路608巷5弄口,0,5,2,B02,2.0,41.0,3.0,8.0,30.0,4.0,1.0
108,6,1,9,45,2,03中山區,中山區中山北路1段111號,0,1,2,B03,2.0,50.0,3.0,8.0,50.0,14.0,9.0
108,6,16,13,0,2,03中山區,中山區民權東路3段與復興北路口,0,2,2,B03,2.0,29.0,3.0,8.0,50.0,4.0,1.0
108,3,24,13,40,2,03中山區,中山區建國高架道往南下農安,0,2,2,B03,2.0,25.0,2.0,6.0,40.0,14.0,9.0
108,1,5,11,50,2,03中山區,中山區民族東路410巷23號前,0,1,1,B03,2.0,46.0,4.0,7.0,0.0,14.0,9.0
108,1,27,16,0,2,03中山區,中山區南京東路1段林森公園地下停車場口,0,1,2,B03,2.0,34.0,3.0,7.0,50.0,14.0,9.0
108,1,1,1,47,2,03中山區,中山區民生東路2段157號,0,1,1,B03,2.0,42.0,3.0,6.0,50.0,14.0,9.0
108,1,11,10,55,2,03中山區,中山區復興北路514巷20號,0,2,1,B03,2.0,47.0,3.0,8.0,50.0,14.0,9.0
108,3,9,16,49,2,03中山區,中山區松江路579號,0,2,1,B03,2.0,31.0,3.0,6.0,50.0,14.0,9.0
108,3,9,16,49,2,03中山區,中山區松江路579號,0,2,2,B03,2.0,42.0,2.0,6.0,50.0,14.0,9.0
108,1,8,9,58,2,03中山區,中山區建國北路2段226巷,0,1,2,B03,2.0,51.0,3.0,8.0,40.0,15.0,9.0
108,1,2,20,56,2,03中山區,中山區中山北路3段海霸王,0,1,1,B01,2.0,56.0,3.0,6.0,50.0,14.0,8.0
108,1,4,2,10,2,03中山區,中山區林森北路277號,0,1,1,B03,2.0,21.0,3.0,8.0,50.0,14.0,9.0
108,1,18,18,46,2,03中山區,中山區吉林路與民權東路2段口,0,1,1,B03,2.0,42.0,3.0,8.0,50.0,4.0,1.0
108,1,25,8,40,2,03中山區,中山區建國北路1段與長安東路2段口,0,1,2,B03,2.0,52.0,3.0,8.0,50.0,4.0,1.0
108,1,7,21,5,2,03中山區,中山區吉林路411號,0,1,1,B03,2.0,38.0,3.0,8.0,50.0,14.0,9.0
108,1,22,18,50,2,03中山區,中山區復興北路與興安街口,0,1,2,B03,2.0,59.0,3.0,7.0,50.0,4.0,1.0
108,2,25,17,0,2,03中山區,中山區建國北路2段與建國北路2段11巷口,0,1,1,B03,2.0,68.0,3.0,8.0,50.0,3.0,1.0
108,1,2,10,40,2,03中山區,中山區新生北路2段62巷與林森北路口,0,1,1,B02,2.0,42.0,3.0,8.0,50.0,4.0,2.0
108,1,5,22,13,2,03中山區,中山區民族東路113號,0,1,1,B02,2.0,33.0,3.0,6.0,50.0,14.0,7.0
108,1,2,22,42,2,03中山區,中山區中山北路3段與德惠街口,0,1,1,B03,2.0,25.0,3.0,6.0,50.0,3.0,1.0
108,1,22,8,54,2,03中山區,中山區民族東路410巷2弄與建國北路3段113巷口,0,1,1,B03,2.0,26.0,3.0,7.0,50.0,5.0,1.0
108,1,22,17,27,2,03中山區,中山區中山北路1段44巷與中山北路1段口及無名巷口,0,1,1,B03,2.0,44.0,3.0,7.0,40.0,4.0,2.0
108,1,29,13,28,2,03中山區,中山區長春路187號,0,1,1,B03,2.0,41.0,3.0,7.0,50.0,14.0,8.0
108,1,10,18,3,2,03中山區,中山區建國高架道往北第155號燈桿,0,1,2,B03,2.0,54.0,2.0,7.0,70.0,10.0,9.0
108,1,10,18,3,2,03中山區,中山區建國高架道往北第155號燈桿,0,1,3,B03,2.0,38.0,3.0,7.0,70.0,10.0,9.0
108,1,14,16,55,2,03中山區,中山區市民大道2段65號前迴轉道,0,1,3,B03,2.0,56.0,3.0,7.0,40.0,14.0,9.0
108,4,9,23,25,2,03中山區,中山區中山北路2段與民權西路口,0,1,1,B03,2.0,38.0,3.0,8.0,50.0,4.0,1.0
108,4,11,9,10,2,03中山區,中山區合江街與合江街55巷口,0,1,1,B03,2.0,67.0,4.0,8.0,50.0,4.0,1.0
108,4,19,17,15,2,03中山區,中山區龍江路與龍江路106巷口,0,1,1,B03,2.0,36.0,3.0,6.0,50.0,4.0,1.0
108,4,12,18,45,2,03中山區,中山區松江路25巷與松江路口,0,1,2,B03,2.0,46.0,3.0,7.0,50.0,4.0,1.0
108,4,12,20,55,2,03中山區,中山區民生東路2段與吉林路口,0,1,1,B03,2.0,37.0,3.0,7.0,50.0,4.0,1.0
108,4,27,20,20,2,03中山區,中山區民族東路410巷2弄與民族東路410巷口,0,2,2,B03,2.0,52.0,3.0,8.0,50.0,4.0,1.0
108,5,3,2,30,2,03中山區,中山區市民大道3段與建國南路1段口,0,1,1,B03,2.0,32.0,3.0,6.0,40.0,4.0,1.0
108,4,27,16,15,2,03中山區,中山區南京西路23巷5-1號,0,1,1,B03,2.0,37.0,3.0,8.0,40.0,14.0,9.0
108,5,13,18,7,2,03中山區,中山區中山北路2段116巷與中山北路2段口,0,1,1,B02,2.0,48.0,3.0,8.0,50.0,3.0,2.0
108,5,15,19,30,2,03中山區,中山區新生北路1段與松江路口,0,3,1,B01,2.0,67.0,3.0,7.0,50.0,14.0,9.0
108,5,3,13,29,2,03中山區,中山區民生東路1段與林森北路口,0,1,1,B03,2.0,43.0,3.0,8.0,50.0,4.0,1.0
108,6,6,18,32,2,03中山區,中山區中山北路3段與民族西路口,0,1,1,B03,2.0,36.0,3.0,8.0,50.0,14.0,9.0
108,6,12,7,26,2,03中山區,中山區建國北路2段216號,0,1,1,B03,2.0,52.0,3.0,7.0,50.0,14.0,9.0
108,5,17,18,19,2,03中山區,中山區敬業四路與植福路口,0,1,1,B03,2.0,31.0,3.0,8.0,50.0,4.0,1.0
108,5,23,17,19,2,03中山區,中山區民權東路2段與中原街口,0,2,1,B03,2.0,55.0,3.0,8.0,50.0,4.0,1.0
108,5,27,15,55,2,03中山區,中山區自強隧道往大直方向,0,1,1,B03,2.0,65.0,3.0,8.0,50.0,11.0,9.0
108,4,29,7,23,2,03中山區,中山區新生北路1段62巷1號,0,1,2,B03,2.0,27.0,3.0,8.0,50.0,14.0,9.0
108,5,26,10,53,2,03中山區,中山區民權東路2段與新生北路3段口,0,2,2,B03,2.0,61.0,2.0,8.0,50.0,4.0,1.0
108,5,8,19,15,2,03中山區,中山區長安東路2段42-3號,0,1,3,B03,2.0,33.0,3.0,8.0,50.0,14.0,9.0
108,3,4,8,50,2,03中山區,中山區中山北路2段96巷11號,0,1,1,B03,2.0,26.0,4.0,8.0,40.0,15.0,22.0
108,1,27,11,50,2,03中山區,中山區中山北路3段與民族東路口,0,1,1,B01,2.0,59.0,3.0,8.0,50.0,4.0,2.0
108,6,11,21,58,2,03中山區,中山區吉林路與新生北路2段149巷口,0,1,1,B03,2.0,29.0,3.0,6.0,50.0,4.0,2.0
108,6,28,7,17,2,03中山區,中山區中山北路3段與撫順街口,0,1,2,B03,2.0,59.0,3.0,8.0,50.0,3.0,2.0
108,6,14,6,56,2,03中山區,中山區長安東路2段與八德路2段199巷口,0,1,1,B03,2.0,49.0,4.0,6.0,50.0,4.0,1.0
108,7,31,11,35,2,03中山區,中山區北安路588巷8弄與北安路578巷8弄口,0,1,2,B03,2.0,49.0,3.0,8.0,40.0,4.0,1.0
108,3,5,13,17,2,03中山區,中山區中山北路4段圓山涵洞,0,3,2,B03,2.0,50.0,2.0,8.0,50.0,14.0,9.0
108,3,7,20,30,2,03中山區,中山區新生北路2段62巷38-2號與新生北路2段62巷口,0,1,1,B03,2.0,41.0,4.0,6.0,50.0,3.0,1.0
108,4,10,8,0,2,03中山區,中山區松江路與渭水路口,0,1,2,B03,2.0,50.0,3.0,8.0,50.0,14.0,7.0
108,3,19,17,17,2,03中山區,中山區民權東路2段與中原街口,0,1,1,B03,2.0,56.0,3.0,8.0,50.0,14.0,9.0
108,3,7,2,53,2,03中山區,中山區林森北路與新生北路2段28巷口,0,1,1,B03,2.0,23.0,3.0,6.0,50.0,4.0,1.0
108,3,7,15,33,2,03中山區,中山區松江路182號,0,1,2,B03,2.0,49.0,3.0,6.0,50.0,14.0,8.0
108,5,27,13,27,2,03中山區,中山區北安路與北安路621巷口,0,1,1,B03,2.0,48.0,4.0,6.0,50.0,4.0,2.0
108,3,11,21,50,2,03中山區,中山區建國北路3段93巷與建國北路3段口,0,1,2,B03,2.0,37.0,3.0,7.0,50.0,4.0,1.0
108,2,26,21,4,2,03中山區,中山區北安路630巷與北安路608巷5弄口,0,1,1,B03,2.0,37.0,3.0,7.0,40.0,4.0,1.0
108,3,7,9,21,2,03中山區,中山區建國北路1段與長安東路2段口,0,1,1,B03,2.0,45.0,3.0,6.0,50.0,4.0,1.0
108,3,6,20,40,2,03中山區,中山區民生東路3段73巷與錦州街口,0,1,1,B03,2.0,43.0,3.0,6.0,40.0,4.0,1.0
108,2,28,23,51,2,03中山區,中山區建國北路2段99號,0,1,1,B03,2.0,33.0,3.0,8.0,50.0,14.0,9.0
108,3,21,18,30,2,03中山區,中山區北安路大直國小,0,2,1,B03,2.0,51.0,3.0,8.0,50.0,14.0,9.0
108,4,2,10,58,2,03中山區,中山區北安路與大直街口,0,1,1,B03,2.0,42.0,3.0,8.0,50.0,4.0,1.0
108,3,8,22,0,2,03中山區,中山區長春路279號,0,1,1,B01,2.0,50.0,3.0,6.0,50.0,14.0,7.0
108,7,2,8,15,2,03中山區,中山區北安路554巷31號,0,1,1,B03,2.0,35.0,3.0,8.0,50.0,14.0,9.0
108,3,14,15,30,2,03中山區,中山區北安路與北安路770巷口,0,1,1,B03,2.0,44.0,3.0,8.0,50.0,3.0,1.0
108,3,17,0,28,2,03中山區,中山區林森北路與南京東路1段口,0,1,4,B01,2.0,49.0,3.0,8.0,50.0,4.0,2.0
108,3,29,8,53,2,03中山區,中山區明水路415號,0,1,2,B03,2.0,37.0,3.0,7.0,50.0,14.0,9.0
108,7,25,12,2,2,03中山區,中山區龍江路與朱崙街口,0,1,1,B03,2.0,36.0,3.0,8.0,50.0,4.0,1.0
108,6,28,16,41,2,03中山區,中山區南京東路1段與南京東路1段1巷口,0,1,2,B03,2.0,26.0,3.0,7.0,40.0,14.0,7.0
108,7,7,18,35,2,03中山區,中山區建國高架道往北，往南京東路匝道,0,3,2,B03,2.0,27.0,3.0,8.0,40.0,14.0,16.0
108,7,4,19,25,2,03中山區,中山區中山北路2段105號,0,2,1,B03,2.0,26.0,2.0,8.0,50.0,14.0,9.0
108,6,17,21,5,2,03中山區,中山區北安路與北安路630巷口,0,1,1,B03,2.0,51.0,3.0,6.0,50.0,4.0,1.0
108,7,9,20,45,2,03中山區,中山區北安路87巷與北安路口,0,4,1,B03,2.0,45.0,2.0,7.0,50.0,3.0,2.0
108,7,14,0,20,2,03中山區,中山區八德路2段283號,0,1,1,B03,2.0,47.0,3.0,8.0,50.0,14.0,9.0
108,7,24,8,20,2,03中山區,中山區敬業四路與樂群三路口,0,1,1,B03,2.0,43.0,3.0,8.0,50.0,14.0,9.0
108,8,1,17,6,2,03中山區,中山區長安東路1段與新生北路1段口,0,1,1,B01,2.0,52.0,3.0,8.0,50.0,4.0,1.0
108,9,16,9,19,2,03中山區,中山區吉林路98號,0,1,2,B03,2.0,38.0,3.0,8.0,40.0,14.0,8.0
108,7,17,19,20,2,03中山區,中山區樂群一路往西,0,1,3,B03,2.0,34.0,3.0,6.0,50.0,14.0,9.0
108,9,17,11,34,2,03中山區,中山區長安東路2段與松江路口,0,1,1,B03,2.0,39.0,3.0,8.0,50.0,4.0,2.0
108,6,29,21,55,2,03中山區,中山區明水路581巷12弄與明水路581巷口,0,1,1,B03,2.0,37.0,3.0,8.0,50.0,4.0,1.0
108,6,30,15,15,2,03中山區,中山區松江路與民權東路2段口,0,3,1,B02,2.0,55.0,3.0,8.0,50.0,14.0,9.0
108,7,31,18,37,2,03中山區,中山區基湖路145巷與基湖路口,0,1,1,B03,2.0,50.0,3.0,8.0,40.0,4.0,1.0
108,6,25,11,0,1,03中山區,中山區天祥路60巷與天祥路口前,1,0,1,B03,2.0,41.0,3.0,8.0,50.0,4.0,1.0
108,6,29,20,0,2,03中山區,中山區中山北路3段與民族東路口,0,1,1,B03,2.0,54.0,3.0,8.0,50.0,4.0,1.0
108,8,6,11,45,2,03中山區,中山區中山北路2段77巷47號,0,1,1,B03,2.0,45.0,3.0,8.0,40.0,14.0,9.0
108,9,5,9,33,2,03中山區,中山區民權東路3段60巷5號,0,2,3,B03,2.0,47.0,3.0,6.0,50.0,14.0,9.0
108,7,11,8,21,2,03中山區,中山區樂群一路與敬業三路口,0,1,2,B03,2.0,37.0,3.0,8.0,50.0,4.0,1.0
108,9,18,10,32,2,03中山區,中山區龍江路與龍江路298巷口,0,1,2,B03,2.0,53.0,3.0,6.0,50.0,3.0,2.0
108,7,23,15,46,2,03中山區,中山區南京東路3段與建國北路1段口,0,1,1,B03,2.0,37.0,3.0,6.0,50.0,4.0,1.0
108,7,17,13,25,2,03中山區,中山區中山北路3段與民族西路口,0,1,1,B03,2.0,39.0,3.0,8.0,50.0,4.0,1.0
108,7,18,13,13,2,03中山區,中山區松江路與民族東路口,0,1,1,B03,2.0,42.0,3.0,7.0,50.0,5.0,1.0
108,7,11,15,34,2,03中山區,中山區北安路575-3號,0,1,1,B03,2.0,42.0,3.0,6.0,50.0,14.0,9.0
108,7,31,15,36,2,03中山區,中山區民生東路2段與復興北路口,0,2,1,B03,2.0,53.0,3.0,8.0,50.0,4.0,2.0
108,7,4,14,50,2,03中山區,中山區美堤河濱公園道路網球場旁,0,1,1,B03,2.0,31.0,3.0,7.0,40.0,14.0,9.0
108,7,19,8,40,2,03中山區,中山區市民大道1段與天津街口,0,1,1,B03,2.0,41.0,3.0,8.0,40.0,14.0,9.0
108,6,29,21,55,2,03中山區,中山區龍江路106巷與龍江路口,0,2,1,B03,2.0,57.0,2.0,8.0,50.0,4.0,2.0
108,7,6,12,50,2,03中山區,中山區民權東路2段113巷與民權東路2段口,0,1,1,B03,2.0,46.0,3.0,8.0,50.0,3.0,2.0
108,9,9,20,0,2,03中山區,中山區松江路與德惠街口,0,2,1,B03,2.0,30.0,3.0,8.0,50.0,4.0,1.0
108,7,12,9,45,2,03中山區,中山區林森北路131號,0,2,2,B01,2.0,58.0,2.0,8.0,50.0,14.0,9.0
108,7,12,14,55,2,03中山區,中山區市民大道3段與建國北路1段口,0,2,1,B03,2.0,44.0,2.0,6.0,40.0,4.0,2.0
108,8,9,22,24,2,03中山區,中山區市民大道2段與新生北路1段62巷口,0,1,1,B03,2.0,37.0,3.0,8.0,50.0,4.0,1.0
108,6,27,19,54,2,03中山區,中山區中山北路3段與圓山涵洞口,0,1,1,B03,2.0,40.0,3.0,7.0,50.0,4.0,1.0
108,8,15,22,43,2,03中山區,中山區南京東路1段與林森北路口,0,2,1,B02,2.0,51.0,3.0,7.0,50.0,4.0,1.0
108,8,16,10,46,2,03中山區,中山區大直街與北安路口,0,1,2,B03,2.0,38.0,3.0,8.0,50.0,4.0,1.0
