發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序,車種,天候,光線,道路類別,速限,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,X,Y
108,2,21,17,58,1,12內湖區,內湖區南京東路6段368巷10號前,1,,0,2,H01,7.0,,,0,14.0,9.0,,,,,,,,,,,,,1,89.0,1.0,,,,,,,,,,,,,,,,,
108,2,22,7,9,1,12內湖區,內湖區民權東路6段21巷口,1,,0,2,H01,6.0,,,50,14.0,7.0,,,,,,,,,,,,,1,56.0,1.0,,,,,,,,,,,,,,,,,
108,5,24,15,51,1,12內湖區,內湖區內湖路3段與內湖路3段256巷口內(金龍禪寺後方道路),1,,0,1,C03,8.0,,,30,11.0,9.0,,,,,,,,,,,,,2,64.0,1.0,,,,,,,,,,,,,,,,,
108,8,1,0,24,1,12內湖區,內湖區堤頂大道2段與基湖路口,1,,0,1,C01,8.0,,,70,4.0,1.0,,,,,,,,,,,,,1,46.0,1.0,,,,,,,,,,,,,,,,,
108,10,17,8,25,1,12內湖區,內湖區成功路5段37號前,1,,0,2,H01,7.0,,,50,14.0,9.0,,,,,,,,,,,,,1,89.0,1.0,,,,,,,,,,,,,,,,,
108,10,3,7,43,1,11南港區,南港區環東大道(西向東031號燈桿),1,,0,1,C02,8.0,,,80,10.0,9.0,,,,,,,,,,,,,1,46.0,1.0,,,,,,,,,,,,,,,,,
108,9,5,11,30,2,11南港區,南港區南港路3段168號,0,,0,2,H01,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,77.0,5.0,,,,,,,,,,,,,,,,,
108,2,9,3,56,1,07信義區,信義區松仁路與信義路5段150巷14弄口,1,,0,2,C03,7.0,,,50,13.0,9.0,,,,,,,,,,,,,1,20.0,1.0,,,,,,,,,,,,,,,,,
108,4,9,16,10,1,07信義區,信義區林口街與忠孝東路5段524巷1弄口,1,,0,2,H01,8.0,,,40,5.0,2.0,,,,,,,,,,,,,2,71.0,1.0,,,,,,,,,,,,,,,,,
108,3,26,6,46,1,07信義區,信義區基隆路2段與嘉興街216巷口,1,,1,2,C02,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,27.0,1.0,,,,,,,,,,,,,,,,,
108,6,3,15,15,1,07信義區,信義區忠孝東路5段372巷27弄與忠孝東路5段372巷口,1,,1,2,H01,8.0,,,50,13.0,9.0,,,,,,,,,,,,,2,80.0,1.0,,,,,,,,,,,,,,,,,
108,10,10,8,3,1,07信義區,信義區基隆路1段430號對面,1,,0,2,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,2,52.0,1.0,,,,,,,,,,,,,,,,,
107,3,22,17,21,1,01大同區,大同區台北橋汽車道往三重,1,,1,1,C02,8.0,,,50,8.0,9.0,,,,,,,,,,,,,1,24.0,1.0,,,,,,,,,,,,,,,,,
107,11,5,17,38,2,01大同區,大同區民生西路47號雙連捷運站2號出口前,0,,1,1,H01,8.0,,,0,14.0,9.0,,,,,,,,,,,,,1,64.0,5.0,,,,,,,,,,,,,,,,,
107,6,26,4,50,1,01大同區,大同區民族西路284號與民族西路口,1,,1,2,H01,8.0,,,0,5.0,2.0,,,,,,,,,,,,,1,78.0,1.0,,,,,,,,,,,,,,,,,
107,8,16,6,29,1,01大同區,大同區忠孝橋機車道號往三重機車道,1,,1,1,C03,8.0,,,40,8.0,5.0,,,,,,,,,,,,,1,21.0,1.0,,,,,,,,,,,,,,,,,
107,6,25,13,5,1,01大同區,大同區台北橋機車引道三重往台北,1,,0,1,C03,8.0,,,40,8.0,11.0,,,,,,,,,,,,,1,53.0,1.0,,,,,,,,,,,,,,,,,
107,6,14,22,2,1,01大同區,大同區環河北路2段與酒泉街口,1,,1,3,C02,7.0,,,0,3.0,1.0,,,,,,,,,,,,,1,33.0,1.0,,,,,,,,,,,,,,,,,
107,7,31,9,18,1,01大同區,大同區鄭州路與塔城街口,1,,0,2,C03,8.0,,,40,4.0,1.0,,,,,,,,,,,,,1,33.0,1.0,,,,,,,,,,,,,,,,,
107,8,13,22,48,1,02萬華區,萬華區環河南路1段與武昌街2段口,1,,1,1,C03,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,21.0,1.0,,,,,,,,,,,,,,,,,
107,4,23,8,50,1,02萬華區,萬華區環河南路2段與環河南路2段149巷口,1,,0,2,H01,8.0,,,50,3.0,2.0,,,,,,,,,,,,,2,77.0,1.0,,,,,,,,,,,,,,,,,
107,2,28,5,53,1,02萬華區,萬華區西園路1段與和平西路3段口,1,,1,2,H01,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,57.0,1.0,,,,,,,,,,,,,,,,,
107,11,10,8,16,1,02萬華區,萬華區西藏路318號與萬大路口,1,,0,2,F01,6.0,,,50,4.0,1.0,,,,,,,,,,,,,2,57.0,1.0,,,,,,,,,,,,,,,,,
107,4,16,10,0,1,02萬華區,萬華區西園路1段與和平西路3段口,1,,0,2,H01,8.0,,,50,4.0,2.0,,,,,,,,,,,,,1,64.0,1.0,,,,,,,,,,,,,,,,,
107,9,19,9,13,1,02萬華區,萬華區環河南路1段與成都路口,1,,0,2,C03,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,64.0,1.0,,,,,,,,,,,,,,,,,
107,12,19,16,37,2,02萬華區,萬華區環河南路1段302號,0,,1,2,H01,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,65.0,5.0,,,,,,,,,,,,,,,,,
107,12,16,9,40,2,03中山區,中山區八德路2段與復興北路口,0,,2,2,C03,8.0,,,50,4.0,1.0,,,,,,,,,,,,,2,49.0,5.0,,,,,,,,,,,,,,,,,
107,1,3,14,47,1,03中山區,中山區民權東路2段與松江路口,1,,0,2,H01,8.0,,,50,4.0,1.0,,,,,,,,,,,,,2,75.0,1.0,,,,,,,,,,,,,,,,,
107,2,14,21,47,1,03中山區,中山區民族東路129號,1,,0,2,H01,8.0,,,50,14.0,7.0,,,,,,,,,,,,,2,75.0,1.0,,,,,,,,,,,,,,,,,
107,3,28,2,52,1,03中山區,中山區南京東路2段與松江路口,1,,0,2,C03,7.0,,,50,4.0,2.0,,,,,,,,,,,,,2,60.0,1.0,,,,,,,,,,,,,,,,,
107,8,24,14,22,1,03中山區,中山區民權東路2段與建國北路2段口北側迴轉道,1,,0,1,F01,6.0,,,50,14.0,7.0,,,,,,,,,,,,,1,82.0,1.0,,,,,,,,,,,,,,,,,
107,8,7,3,55,1,03中山區,中山區中山橋北往南倒數第一燈桿,1,,0,1,C03,8.0,,,50,8.0,9.0,,,,,,,,,,,,,1,18.0,1.0,,,,,,,,,,,,,,,,,
107,9,6,5,51,2,03中山區,中山區民權東路1段與林森北路口,0,,1,2,H01,8.0,,,50,4.0,1.0,,,,,,,,,,,,,2,103.0,5.0,,,,,,,,,,,,,,,,,
107,9,20,8,31,1,03中山區,中山區吉林路166號與吉林路119巷口,1,,1,2,C03,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,57.0,1.0,,,,,,,,,,,,,,,,,
107,11,17,22,20,1,03中山區,中山區民生東路1段與林森北路口,1,,0,2,H01,8.0,,,50,4.0,2.0,,,,,,,,,,,,,2,16.0,1.0,,,,,,,,,,,,,,,,,
107,11,17,15,4,1,03中山區,中山區民權東路3段與龍江路口,1,,1,2,H01,7.0,,,50,4.0,1.0,,,,,,,,,,,,,1,80.0,1.0,,,,,,,,,,,,,,,,,
107,12,1,1,15,1,03中山區,中山區民權東路1段48號,1,,0,2,H01,8.0,,,50,14.0,9.0,,,,,,,,,,,,,2,56.0,1.0,,,,,,,,,,,,,,,,,
107,12,20,22,20,1,03中山區,中山區新生高架道與長春路口往南長春匝道前,1,,0,1,B03,8.0,,,70,10.0,5.0,,,,,,,,,,,,,1,73.0,1.0,,,,,,,,,,,,,,,,,
107,11,13,18,31,1,03中山區,中山區堤頂大道2段與樂群二路口,1,,0,1,C02,7.0,,,70,4.0,1.0,,,,,,,,,,,,,1,57.0,1.0,,,,,,,,,,,,,,,,,
107,11,6,8,38,1,03中山區,中山區民權東路3段與復興北路口,1,,1,2,H01,8.0,,,50,4.0,2.0,,,,,,,,,,,,,1,89.0,1.0,,,,,,,,,,,,,,,,,
107,8,15,3,42,1,04大安區,大安區羅斯福路4段21號(銘傳國小旁),1,,0,2,H01,8.0,,,50,14.0,9.0,,,,,,,,,,,,,2,73.0,1.0,,,,,,,,,,,,,,,,,
107,1,11,11,30,1,04大安區,大安區信義路3段134巷與建國南路2段151巷口,1,,0,2,H01,8.0,,,40,13.0,9.0,,,,,,,,,,,,,1,88.0,1.0,,,,,,,,,,,,,,,,,
107,2,20,4,9,1,04大安區,大安區市民大道4段與忠孝東路4段223巷口(西南角),1,,0,1,C03,8.0,,,40,14.0,9.0,,,,,,,,,,,,,1,19.0,1.0,,,,,,,,,,,,,,,,,
107,5,13,21,9,1,04大安區,大安區安和路1段135巷前,1,,0,2,H01,8.0,,,50,14.0,18.0,,,,,,,,,,,,,2,64.0,1.0,,,,,,,,,,,,,,,,,
107,12,3,1,59,1,04大安區,大安區忠孝東路3段與復興南路1段口,1,,0,2,C03,7.0,,,50,4.0,1.0,,,,,,,,,,,,,1,26.0,1.0,,,,,,,,,,,,,,,,,
107,9,23,5,33,1,04大安區,大安區基隆路4段43號,1,,2,3,C03,8.0,,,50,15.0,22.0,,,,,,,,,,,,,2,48.0,1.0,,,,,,,,,,,,,,,,,
107,11,9,7,9,1,04大安區,大安區光復南路202號,1,,0,2,C03,7.0,,,50,14.0,9.0,,,,,,,,,,,,,1,22.0,1.0,,,,,,,,,,,,,,,,,
107,1,18,23,48,1,05中正區,中正區公園路30號與信陽街口,1,,0,1,H01,6.0,,,50,3.0,2.0,,,,,,,,,,,,,2,68.0,1.0,,,,,,,,,,,,,,,,,
107,7,6,15,10,1,05中正區,中正區中山南路與愛國東路口,1,,1,2,C03,8.0,,,50,11.0,9.0,,,,,,,,,,,,,2,18.0,1.0,,,,,,,,,,,,,,,,,
107,10,1,12,1,1,05中正區,中正區市民大道1段與承德路1段口,1,,1,1,H01,8.0,,,40,4.0,1.0,,,,,,,,,,,,,1,76.0,1.0,,,,,,,,,,,,,,,,,
107,5,8,5,26,1,05中正區,中正區泉州街32號對面,1,,0,2,F01,6.0,,,50,14.0,7.0,,,,,,,,,,,,,2,78.0,1.0,,,,,,,,,,,,,,,,,
107,6,18,14,13,1,05中正區,中正區中華路2段與和平西路2段口,1,,0,2,H01,8.0,,,40,4.0,1.0,,,,,,,,,,,,,2,75.0,1.0,,,,,,,,,,,,,,,,,
107,10,10,8,57,2,06松山區,松山區敦化南路1段102號,0,,0,2,F01,6.0,,,50,15.0,7.0,,,,,,,,,,,,,1,67.0,5.0,,,,,,,,,,,,,,,,,
107,7,30,23,30,1,06松山區,松山區健康路131號與健康路口,1,,1,2,H01,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,85.0,1.0,,,,,,,,,,,,,,,,,
107,5,22,1,30,1,06松山區,松山區南京東路4段56號,2,,2,1,B03,8.0,,,50,14.0,5.0,,,,,,,,,,,,,1,38.0,1.0,,,,,,,,,,,,,,,,,
107,5,22,1,30,1,06松山區,松山區南京東路4段56號,2,,2,3,H02,8.0,,,50,14.0,5.0,,,,,,,,,,,,,2,36.0,1.0,,,,,,,,,,,,,,,,,
107,10,11,17,45,1,06松山區,松山區南京東路4段21號,3,,1,2,H01,6.0,,,50,14.0,8.0,,,,,,,,,,,,,1,66.0,1.0,,,,,,,,,,,,,,,,,
107,10,11,17,45,1,06松山區,松山區南京東路4段21號,3,,1,3,H01,6.0,,,50,14.0,8.0,,,,,,,,,,,,,2,64.0,1.0,,,,,,,,,,,,,,,,,
107,10,11,17,45,1,06松山區,松山區南京東路4段21號,3,,1,4,H01,6.0,,,50,14.0,8.0,,,,,,,,,,,,,1,64.0,1.0,,,,,,,,,,,,,,,,,
107,3,20,17,46,1,06松山區,松山區健康路與塔悠路口,1,,3,5,C03,6.0,,,50,4.0,4.0,,,,,,,,,,,,,1,66.0,1.0,,,,,,,,,,,,,,,,,
107,11,5,6,26,1,06松山區,松山區富錦街與新東街口,1,,0,2,H01,7.0,,,50,4.0,1.0,,,,,,,,,,,,,2,66.0,1.0,,,,,,,,,,,,,,,,,
107,5,16,18,30,1,08士林區,士林區忠誠路2段與天母東路口,1,,1,1,C03,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,19.0,1.0,,,,,,,,,,,,,,,,,
107,6,8,9,45,1,08士林區,士林區中山北路6段與福國路口,1,,0,1,C03,8.0,,,50,3.0,2.0,,,,,,,,,,,,,1,69.0,1.0,,,,,,,,,,,,,,,,,
107,7,7,5,20,1,08士林區,士林區自強隧道士林往大直,2,,3,4,H03,8.0,,,40,6.0,9.0,,,,,,,,,,,,,1,49.0,1.0,,,,,,,,,,,,,,,,,
107,7,7,5,20,1,08士林區,士林區自強隧道士林往大直,2,,3,5,H02,8.0,,,40,6.0,9.0,,,,,,,,,,,,,2,27.0,1.0,,,,,,,,,,,,,,,,,
107,5,2,7,32,1,08士林區,士林區仰德大道1段下山方向N10燈桿處,1,,0,1,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,18.0,1.0,,,,,,,,,,,,,,,,,
107,7,5,6,44,1,08士林區,士林區百齡左岸河濱公園241燈桿處,1,,0,1,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,26.0,1.0,,,,,,,,,,,,,,,,,
107,7,13,5,51,1,08士林區,士林區中正路與雨農路口往西第1格停車格,1,,1,1,C03,8.0,,,50,14.0,8.0,,,,,,,,,,,,,1,20.0,1.0,,,,,,,,,,,,,,,,,
107,8,7,16,7,1,08士林區,士林區後港街66號,1,,0,2,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,77.0,1.0,,,,,,,,,,,,,,,,,
107,9,21,23,51,1,08士林區,士林區仰德大道1段編號第007燈桿處南向北,1,,0,1,C02,8.0,,,40,14.0,9.0,,,,,,,,,,,,,1,23.0,1.0,,,,,,,,,,,,,,,,,
107,9,4,9,44,1,08士林區,士林區承德路4段與承德路4段266巷口,1,,1,2,H03,8.0,,,50,14.0,7.0,,,,,,,,,,,,,1,53.0,1.0,,,,,,,,,,,,,,,,,
107,8,26,9,57,1,08士林區,士林區忠誠路1段與忠義街口,1,,0,2,F01,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,88.0,1.0,,,,,,,,,,,,,,,,,
107,8,30,7,50,1,08士林區,士林區中山北路5段與幸福街口,1,,0,2,H01,8.0,,,50,3.0,1.0,,,,,,,,,,,,,2,85.0,1.0,,,,,,,,,,,,,,,,,
107,9,22,8,30,2,08士林區,士林區文林路255巷與文林路口,0,,0,2,H01,8.0,,,50,3.0,2.0,,,,,,,,,,,,,2,79.0,5.0,,,,,,,,,,,,,,,,,
107,10,16,13,16,2,08士林區,士林區葫蘆街與葫蘆街135巷口,0,,0,1,C03,8.0,,,40,4.0,1.0,,,,,,,,,,,,,1,64.0,5.0,,,,,,,,,,,,,,,,,
107,11,4,16,27,1,08士林區,士林區中山北路5段6號,1,,0,1,C01,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,33.0,1.0,,,,,,,,,,,,,,,,,
107,10,11,17,33,2,08士林區,士林區故宮路與至善路2段口,0,,0,2,C04,7.0,,,50,14.0,9.0,,,,,,,,,,,,,2,37.0,5.0,,,,,,,,,,,,,,,,,
107,11,17,6,45,1,08士林區,士林區中正路305巷口前,1,,0,2,H01,6.0,,,50,14.0,9.0,,,,,,,,,,,,,1,75.0,1.0,,,,,,,,,,,,,,,,,
107,12,30,18,30,1,08士林區,士林區中正路219號與中正路212巷口,1,,0,2,C03,7.0,,,50,4.0,2.0,,,,,,,,,,,,,1,15.0,1.0,,,,,,,,,,,,,,,,,
107,10,15,9,15,1,09北投區,北投區大度路2段與大度路2段口第二迴轉道,1,,0,1,E02,7.0,,,70,3.0,2.0,,,,,,,,,,,,,1,45.0,1.0,,,,,,,,,,,,,,,,,
107,8,18,22,50,1,09北投區,北投區中央北路3段206號,1,,2,1,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,30.0,1.0,,,,,,,,,,,,,,,,,
107,4,19,11,23,1,09北投區,北投區復興三路與復興四路口口,1,,0,1,B03,8.0,,,30,3.0,1.0,,,,,,,,,,,,,2,57.0,1.0,,,,,,,,,,,,,,,,,
107,3,25,12,57,1,09北投區,北投區大度路3段163號與大度路3段口無名巷,1,,3,2,C03,8.0,,,70,3.0,2.0,,,,,,,,,,,,,1,48.0,1.0,,,,,,,,,,,,,,,,,
107,5,3,17,0,1,09北投區,北投區大度路1段與中央北路2段257巷口口,1,,0,2,C03,8.0,,,70,4.0,2.0,,,,,,,,,,,,,1,22.0,1.0,,,,,,,,,,,,,,,,,
107,12,9,16,18,2,09北投區,北投區陽明路1段64號與陽明路1段口,0,,0,2,H01,6.0,,,50,4.0,1.0,,,,,,,,,,,,,1,80.0,5.0,,,,,,,,,,,,,,,,,
107,11,24,12,59,1,09北投區,北投區竹子湖路第117號燈桿,1,,1,1,C02,8.0,,,40,14.0,9.0,,,,,,,,,,,,,1,36.0,1.0,,,,,,,,,,,,,,,,,
107,9,10,13,5,1,09北投區,北投區大度路2段041燈桿,1,,0,1,C03,7.0,,,50,14.0,11.0,,,,,,,,,,,,,1,17.0,1.0,,,,,,,,,,,,,,,,,
107,5,15,21,36,1,10文山區,文山區木柵路1段與木柵路1段76巷口口,1,,0,2,C03,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,45.0,1.0,,,,,,,,,,,,,,,,,
107,10,19,17,59,1,10文山區,文山區萬美街1段與萬安街口,1,,0,2,H01,7.0,,,50,3.0,2.0,,,,,,,,,,,,,2,77.0,1.0,,,,,,,,,,,,,,,,,
107,10,21,17,32,2,10文山區,文山區懷恩隧道口北往南方向(往新店方向),0,,0,1,C03,8.0,,,50,6.0,9.0,,,,,,,,,,,,,2,58.0,5.0,,,,,,,,,,,,,,,,,
107,10,20,10,13,2,10文山區,文山區溪洲街P302號柱,0,,1,2,H01,8.0,,,30,14.0,9.0,,,,,,,,,,,,,2,78.0,5.0,,,,,,,,,,,,,,,,,
107,8,4,19,38,1,12內湖區,內湖區內湖路2段103巷101號,1,,1,2,H01,8.0,,,30,14.0,9.0,,,,,,,,,,,,,1,94.0,1.0,,,,,,,,,,,,,,,,,
107,4,9,21,18,1,11南港區,南港區研究院路2段與大坑街口口,1,,0,2,C03,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,18.0,1.0,,,,,,,,,,,,,,,,,
107,8,10,17,30,2,11南港區,南港區八德路4段與東新街口,0,,0,1,C04,8.0,,,50,5.0,1.0,,,,,,,,,,,,,1,72.0,5.0,,,,,,,,,,,,,,,,,
107,12,28,13,25,1,11南港區,南港區松河街320號,1,,0,1,C03,6.0,,,40,14.0,9.0,,,,,,,,,,,,,1,83.0,1.0,,,,,,,,,,,,,,,,,
107,12,27,11,34,1,11南港區,南港區研究院路1段與研究院路1段151巷口,1,,0,3,C03,6.0,,,50,4.0,1.0,,,,,,,,,,,,,2,40.0,1.0,,,,,,,,,,,,,,,,,
107,12,14,18,13,2,11南港區,南港區忠孝東路7段575號對面,0,,1,1,H01,6.0,,,50,14.0,18.0,,,,,,,,,,,,,1,67.0,5.0,,,,,,,,,,,,,,,,,
107,12,30,14,2,2,11南港區,南港區南港路1段與興中路口,0,,0,2,H01,6.0,,,50,4.0,1.0,,,,,,,,,,,,,1,59.0,5.0,,,,,,,,,,,,,,,,,
107,1,9,5,20,1,07信義區,信義區信義路5段20號,1,,0,2,H01,6.0,,,50,14.0,18.0,,,,,,,,,,,,,2,60.0,1.0,,,,,,,,,,,,,,,,,
107,7,13,11,18,1,07信義區,信義區永吉路120巷與永吉路30巷119弄口,1,,0,1,C03,8.0,,,40,4.0,1.0,,,,,,,,,,,,,1,75.0,1.0,,,,,,,,,,,,,,,,,
107,8,10,11,54,1,07信義區,信義區永吉路30巷與永吉路30巷101弄口,1,,0,2,H01,8.0,,,50,4.0,2.0,,,,,,,,,,,,,2,91.0,1.0,,,,,,,,,,,,,,,,,
107,12,9,18,14,1,07信義區,信義區和平東路3段與富陽街口,1,,3,2,H01,6.0,,,50,5.0,2.0,,,,,,,,,,,,,1,69.0,1.0,,,,,,,,,,,,,,,,,
106,5,2,10,15,1,01大同區,大同區鄭州路與延平北路1段口,1,,1,1,C03,8.0,,,40,4.0,1.0,,,,,,,,,,,,,2,66.0,1.0,,,,,,,,,,,,,,,,,
106,7,18,15,55,1,01大同區,大同區重慶北路2段64巷26號與重慶北路2段46巷口,1,,0,2,H01,8.0,,,30,3.0,2.0,,,,,,,,,,,,,2,4.0,1.0,,,,,,,,,,,,,,,,,
106,12,5,5,51,1,01大同區,大同區承德路3段與酒泉街口,1,,0,2,H01,6.0,,,50,4.0,2.0,,,,,,,,,,,,,2,77.0,1.0,,,,,,,,,,,,,,,,,
106,10,27,16,14,1,01大同區,大同區承德路3段與庫倫街口,1,,3,3,H01,8.0,,,50,4.0,1.0,,,,,,,,,,,,,2,58.0,1.0,,,,,,,,,,,,,,,,,
106,1,29,23,27,1,02萬華區,萬華區萬大路493巷,1,,1,2,H01,7.0,,,50,14.0,9.0,,,,,,,,,,,,,1,66.0,1.0,,,,,,,,,,,,,,,,,
106,9,1,5,2,1,02萬華區,萬華區艋舺大道214號前方,1,,0,1,C03,7.0,,,50,14.0,8.0,,,,,,,,,,,,,1,51.0,1.0,,,,,,,,,,,,,,,,,
106,6,29,19,49,1,02萬華區,萬華區南寧路與三水街口,1,,0,2,H01,2.0,,,50,4.0,1.0,,,,,,,,,,,,,1,79.0,1.0,,,,,,,,,,,,,,,,,
106,3,8,2,35,1,02萬華區,萬華區萬大路與華中橋口往中和環快下方,1,,1,1,B03,6.0,,,40,8.0,9.0,,,,,,,,,,,,,1,71.0,1.0,,,,,,,,,,,,,,,,,
106,10,9,17,52,1,02萬華區,萬華區環河南快速道往南第二層接環河南路匝道口,1,,2,4,H02,8.0,,,40,10.0,5.0,,,,,,,,,,,,,1,0.0,1.0,,,,,,,,,,,,,,,,,
106,2,7,19,59,1,03中山區,中山區民族東路與濱江街180巷口,1,,0,1,C03,7.0,,,50,4.0,2.0,,,,,,,,,,,,,1,41.0,1.0,,,,,,,,,,,,,,,,,
106,4,13,11,5,1,03中山區,中山區吉林路12巷與吉林路口,1,,0,2,C03,8.0,,,50,3.0,1.0,,,,,,,,,,,,,1,48.0,1.0,,,,,,,,,,,,,,,,,
106,3,19,6,13,1,03中山區,中山區錦西街與民生西路3巷口,1,,0,2,H01,6.0,,,50,4.0,1.0,,,,,,,,,,,,,1,81.0,1.0,,,,,,,,,,,,,,,,,
106,9,21,0,25,1,03中山區,中山區中山橋往北,1,,0,1,C03,7.0,,,40,8.0,9.0,,,,,,,,,,,,,2,17.0,1.0,,,,,,,,,,,,,,,,,
106,9,17,1,6,1,03中山區,中山區中山北路1段與中山北路1段33巷口,1,,0,2,H01,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,48.0,1.0,,,,,,,,,,,,,,,,,
106,9,23,6,4,1,03中山區,中山區南京東路2段36號,1,,0,2,H01,8.0,,,50,14.0,9.0,,,,,,,,,,,,,2,84.0,1.0,,,,,,,,,,,,,,,,,
106,12,31,23,42,1,03中山區,中山區復興北路與長安東路2段口,1,,1,2,C03,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,39.0,1.0,,,,,,,,,,,,,,,,,
106,4,4,8,47,1,04大安區,大安區羅斯福路4段85號,1,,0,1,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,53.0,1.0,,,,,,,,,,,,,,,,,
106,3,21,11,58,1,04大安區,大安區愛國東路210巷,1,,1,2,H01,8.0,,,50,4.0,2.0,,,,,,,,,,,,,1,83.0,1.0,,,,,,,,,,,,,,,,,
106,1,25,6,53,1,04大安區,大安區市民大道3段與建國南路1段口,1,,1,2,H01,7.0,,,40,4.0,1.0,,,,,,,,,,,,,1,75.0,1.0,,,,,,,,,,,,,,,,,
106,3,6,5,53,1,04大安區,大安區仁愛路4段與光復南路口,1,,0,2,H01,6.0,,,50,4.0,1.0,,,,,,,,,,,,,1,91.0,1.0,,,,,,,,,,,,,,,,,
106,6,8,14,47,1,04大安區,大安區羅斯福路4段公館捷運站2號出口,1,,3,5,H01,8.0,,,50,14.0,22.0,,,,,,,,,,,,,2,68.0,1.0,,,,,,,,,,,,,,,,,
106,11,29,5,39,1,04大安區,大安區羅斯福路3段與師大路口,1,,1,2,H01,8.0,,,50,4.0,1.0,,,,,,,,,,,,,2,72.0,1.0,,,,,,,,,,,,,,,,,
106,7,14,20,4,1,04大安區,大安區復興南路2段151巷30弄與和平東路2段265巷37弄口,1,,1,1,C03,8.0,,,0,14.0,9.0,,,,,,,,,,,,,1,65.0,1.0,,,,,,,,,,,,,,,,,
106,2,21,5,50,1,05中正區,中正區新生南路1段與仁愛路2段口,1,,0,2,C03,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,26.0,1.0,,,,,,,,,,,,,,,,,
106,8,13,12,46,1,05中正區,中正區重慶南路1段130號前,1,,0,2,C03,8.0,,,50,14.0,9.0,,,,,,,,,,,,,1,68.0,1.0,,,,,,,,,,,,,,,,,
106,10,4,5,50,1,05中正區,中正區中華路1段與忠孝西路1段口,1,,0,2,C03,8.0,,,50,5.0,1.0,,,,,,,,,,,,,1,62.0,1.0,,,,,,,,,,,,,,,,,
106,10,24,10,46,1,05中正區,中正區信義路1段與中山南路口,1,,0,2,H01,7.0,,,40,5.0,2.0,,,,,,,,,,,,,1,88.0,1.0,,,,,,,,,,,,,,,,,
106,3,14,12,30,1,05中正區,中正區和平西路2段與寧波西街口,1,,0,2,C03,7.0,,,50,4.0,1.0,,,,,,,,,,,,,1,24.0,1.0,,,,,,,,,,,,,,,,,
106,12,25,23,16,1,05中正區,中正區三元街與三元街152巷口,1,,1,2,H01,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,78.0,1.0,,,,,,,,,,,,,,,,,
106,5,31,19,12,1,05中正區,中正區西藏路與中華路2段315巷5弄口口,1,,0,2,C03,7.0,,,50,3.0,1.0,,,,,,,,,,,,,1,21.0,1.0,,,,,,,,,,,,,,,,,
106,2,7,1,58,1,06松山區,松山區民權東路4段與光復北路口,1,,0,2,H01,8.0,,,50,4.0,1.0,,,,,,,,,,,,,1,50.0,1.0,,,,,,,,,,,,,,,,,
106,7,17,11,51,1,06松山區,松山區民權東路5段與塔悠路口,1,,2,2,C03,8.0,,,50,3.0,1.0,,,,,,,,,,,,,2,53.0,1.0,,,,,,,,,,,,,,,,,
106,2,26,5,58,1,08士林區,士林區至善路1段138巷,1,,0,1,C03,6.0,,,50,3.0,1.0,,,,,,,,,,,,,1,27.0,1.0,,,,,,,,,,,,,,,,,
106,4,11,22,20,1,08士林區,士林區基河路190號對面,1,,0,2,H01,6.0,,,50,14.0,22.0,,,,,,,,,,,,,2,80.0,1.0,,,,,,,,,,,,,,,,,
106,5,31,3,35,1,08士林區,士林區仰德大道2段第44燈桿,1,,0,1,C03,8.0,,,40,14.0,9.0,,,,,,,,,,,,,1,44.0,1.0,,,,,,,,,,,,,,,,,
106,7,29,6,14,1,08士林區,士林區通河東街2段抽水站旁,1,,1,2,H01,8.0,,,0,14.0,9.0,,,,,,,,,,,,,1,45.0,1.0,,,,,,,,,,,,,,,,,
