發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序,車種,天候,光線,道路類別,速限,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,X,Y
19675,110,4,26,8,59,2,05中正區,中正區汀州路3段與羅斯福路3段244巷口口,0,0,1,1,B03,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,1,17,1,50.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,1.0,5.0,,6.0,6,1.0,22.0,9.0,121.5303773,25.01638846
19676,110,4,26,8,59,2,05中正區,中正區汀州路3段與羅斯福路3段244巷口口,0,0,1,2,C03,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,1,17,1,20.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,,14.0,6,1.0,22.0,9.0,121.5303773,25.01638846
19699,110,4,26,10,50,2,05中正區,中正區中山南路與青島西路口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,5,2,17,1,41.0,3.0,10.0,1.0,4.0,7.0,5.0,1.0,8.0,1.0,6.0,,6.0,6,1.0,22.0,9.0,121.5192006,25.04449937
19700,110,4,26,10,50,2,05中正區,中正區中山南路與青島西路口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,5,2,17,1,31.0,2.0,9.0,1.0,4.0,7.0,9.0,1.0,10.0,1.0,11.0,,44.0,6,1.0,22.0,9.0,121.5192006,25.04449937
19738,110,4,26,13,30,2,05中正區,中正區和平西路1段136號前,0,0,2,1,B12,8,1,5,50,14,9,1,5,4,3,5,4,4,1,4,5,1,17,1,43.0,3.0,10.0,1.0,1.0,7.0,9.0,6.0,4.0,2.0,5.0,,16.0,16,1.0,22.0,9.0,121.5166422,25.02707878
19741,110,4,26,13,30,2,05中正區,中正區和平西路1段136號前,0,0,2,2,C03,8,1,5,50,14,9,1,5,4,3,5,4,4,1,4,5,1,17,1,68.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,,44.0,16,1.0,22.0,9.0,121.5166422,25.02707878
19742,110,4,26,13,30,2,05中正區,中正區和平西路1段136號前,0,0,2,3,F01,8,1,5,50,14,9,1,5,4,3,5,4,4,1,4,5,1,17,1,75.0,2.0,9.0,4.0,5.0,7.0,15.0,8.0,20.0,2.0,16.0,,44.0,16,1.0,22.0,9.0,121.5166422,25.02707878
19744,110,4,26,13,30,2,05中正區,中正區和平西路1段136號前,0,0,2,4,B12,8,1,5,50,14,9,1,5,4,3,5,4,4,1,4,5,1,17,1,59.0,3.0,10.0,1.0,1.0,7.0,13.0,6.0,8.0,2.0,4.0,,38.0,16,1.0,22.0,9.0,121.5166422,25.02707878
19746,110,4,26,13,30,2,05中正區,中正區和平西路1段136號前,0,0,2,5,B12,8,1,5,50,14,9,1,5,4,3,5,4,4,1,4,5,1,17,1,65.0,3.0,10.0,1.0,1.0,7.0,13.0,1.0,8.0,1.0,4.0,,38.0,16,1.0,22.0,9.0,121.5166422,25.02707878
19749,110,4,26,14,25,2,05中正區,中正區重慶南路1段與襄陽路口,0,0,3,1,C03,8,1,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,16,1,18.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,26.0,26,1.0,22.0,9.0,121.5132269,25.04343242
19750,110,4,26,14,25,2,05中正區,中正區重慶南路1段與襄陽路口,0,0,3,2,C03,8,1,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,16,2,47.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,11.0,,44.0,26,1.0,22.0,9.0,121.5132269,25.04343242
19751,110,4,26,14,25,2,05中正區,中正區重慶南路1段與襄陽路口,0,0,3,3,H02,8,1,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,16,1,17.0,2.0,9.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,26,1.0,22.0,9.0,121.5132269,25.04343242
19771,110,4,26,15,56,2,05中正區,中正區羅斯福路1段與愛國西路口,0,0,1,1,B01,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,17,1,56.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,1.0,2.0,5.0,,9.0,9,1.0,22.0,9.0,121.5169244,25.0347056
19772,110,4,26,15,56,2,05中正區,中正區羅斯福路1段與愛國西路口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,17,2,27.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,44.0,9,1.0,22.0,9.0,121.5169244,25.0347056
19773,110,4,26,16,0,2,05中正區,中正區重慶南路3段59號,0,0,1,1,C03,8,1,5,30,14,9,1,5,4,5,7,1,1,10,4,5,2,13,1,66.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,16.0,16,1.0,22.0,9.0,121.5160985,25.02707212
19774,110,4,26,16,0,2,05中正區,中正區重慶南路3段59號,0,0,1,2,C03,8,1,5,30,14,9,1,5,4,5,7,1,1,10,4,5,2,13,1,24.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,,44.0,16,1.0,22.0,9.0,121.5160985,25.02707212
19775,110,4,26,16,10,2,05中正區,中正區新生南路1段128號,0,0,1,1,B01,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,1,58.0,3.0,10.0,3.0,4.0,7.0,8.0,1.0,4.0,2.0,3.0,,7.0,7,1.0,22.0,9.0,121.5326071,25.03684168
19776,110,4,26,16,10,2,05中正區,中正區新生南路1段128號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,1,40.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,16.0,7,1.0,22.0,9.0,121.5326071,25.03684168
19777,110,4,26,16,35,2,05中正區,中正區市民大道1段與承德路1段口,0,0,1,1,A02,8,1,5,40,14,9,1,5,4,5,7,1,1,1,4,1,2,16,1,54.0,3.0,10.0,1.0,1.0,7.0,7.0,1.0,2.0,2.0,4.0,,7.0,7,1.0,22.0,9.0,121.5164648,25.04859166
19778,110,4,26,16,35,2,05中正區,中正區市民大道1段與承德路1段口,0,0,1,2,C03,8,1,5,40,14,9,1,5,4,5,7,1,1,1,4,1,2,16,1,23.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,,44.0,7,1.0,22.0,9.0,121.5164648,25.04859166
19779,110,4,26,16,35,2,05中正區,中正區市民大道1段與承德路1段口,0,0,1,3,C03,8,1,5,40,14,9,1,5,4,5,7,1,1,1,4,1,2,16,1,18.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,16.0,7,1.0,22.0,9.0,121.5164648,25.04859166
19782,110,4,26,17,6,2,05中正區,中正區重慶南路3段與寧波西街口,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,16,1,18.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,10.0,1.0,12.0,,9.0,9,1.0,22.0,9.0,121.515328,25.02975446
19783,110,4,26,17,6,2,05中正區,中正區重慶南路3段與寧波西街口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,16,2,45.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,44.0,9,1.0,22.0,9.0,121.515328,25.02975446
19847,110,4,27,4,45,2,05中正區,中正區羅斯福路1段29號對面,0,0,1,1,B01,7,3,5,50,14,9,1,5,4,5,7,4,4,1,3,4,1,17,1,58.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,1.0,5.0,,23.0,23,1.0,22.0,9.0,121.5183708,25.03261123
19848,110,4,27,4,45,2,05中正區,中正區羅斯福路1段29號對面,0,0,1,2,C03,7,3,5,50,14,9,1,5,4,5,7,4,4,1,3,4,1,17,2,36.0,2.0,9.0,1.0,1.0,7.0,7.0,1.0,10.0,1.0,13.0,,7.0,23,1.0,22.0,9.0,121.5183708,25.03261123
19881,110,4,27,10,14,2,05中正區,中正區和平西路1段60號,0,0,2,1,C03,8,1,5,50,14,7,1,5,4,5,7,4,4,1,4,4,2,13,1,33.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,44,1.0,22.0,9.0,121.5194624,25.0263373
19882,110,4,27,10,14,2,05中正區,中正區和平西路1段60號,0,0,2,2,C03,8,1,5,50,14,7,1,5,4,5,7,4,4,1,4,4,2,13,1,56.0,2.0,9.0,1.0,1.0,7.0,1.0,1.0,10.0,2.0,13.0,,19.0,44,1.0,22.0,9.0,121.5194624,25.0263373
19889,110,4,27,10,42,2,05中正區,中正區忠孝東路1段與金山南路1段口,0,0,1,1,B01,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,15,1,43.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,2.0,1.0,,25.0,25,1.0,22.0,9.0,121.5298443,25.04304222
19890,110,4,27,10,42,2,05中正區,中正區忠孝東路1段與金山南路1段口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,15,1,39.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,44.0,25,1.0,22.0,9.0,121.5298443,25.04304222
19908,110,4,27,12,25,2,05中正區,中正區信義路2段與連雲街口,0,0,1,1,B01,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,1,63.0,3.0,10.0,1.0,1.0,4.0,9.0,1.0,4.0,2.0,1.0,,25.0,25,1.0,22.0,9.0,121.5299493,25.03382368
19909,110,4,27,12,25,2,05中正區,中正區信義路2段與連雲街口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,1,30.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,,44.0,25,1.0,22.0,9.0,121.5299493,25.03382368
19929,110,4,27,15,0,2,05中正區,中正區中山南路與徐州路口,0,0,1,1,C03,6,1,5,50,3,2,1,4,4,5,7,2,1,5,4,5,2,17,1,46.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,43.0,43,1.0,22.0,9.0,121.5186216,25.04188792
19930,110,4,27,15,0,2,05中正區,中正區中山南路與徐州路口,0,0,1,2,B03,6,1,5,50,3,2,1,4,4,5,7,2,1,5,4,5,2,17,1,39.0,3.0,10.0,3.0,4.0,7.0,14.0,1.0,8.0,2.0,3.0,,44.0,43,1.0,22.0,9.0,121.5186216,25.04188792
19931,110,4,27,15,12,2,05中正區,中正區公園路台大醫院捷運4號出口,0,0,1,1,B03,6,1,5,50,14,9,1,4,4,5,7,4,4,8,3,5,2,12,1,24.0,3.0,10.0,1.0,4.0,7.0,8.0,1.0,8.0,1.0,2.0,,7.0,7,1.0,22.0,9.0,121.5162883,25.0420101
19932,110,4,27,15,12,2,05中正區,中正區公園路台大醫院捷運4號出口,0,0,1,2,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,8,3,5,2,12,1,20.0,2.0,9.0,1.0,4.0,7.0,9.0,1.0,10.0,1.0,11.0,,13.0,7,1.0,22.0,9.0,121.5162883,25.0420101
19951,110,4,27,16,46,2,05中正區,中正區公園路29號,0,0,1,1,C03,7,1,5,50,14,7,1,5,4,5,7,1,1,5,4,4,1,13,1,19.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,23.0,23,1.0,22.0,9.0,121.5151495,25.03583047
19952,110,4,27,16,46,2,05中正區,中正區公園路29號,0,0,1,2,C03,7,1,5,50,14,7,1,5,4,5,7,1,1,5,4,4,1,13,1,47.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,,44.0,23,1.0,22.0,9.0,121.5151495,25.03583047
19970,110,4,27,18,55,2,05中正區,中正區公園路64號,0,0,1,1,B03,8,3,5,30,14,20,2,5,4,5,7,4,4,10,5,5,2,16,1,49.0,3.0,10.0,1.0,1.0,7.0,1.0,1.0,8.0,2.0,1.0,,19.0,19,1.0,22.0,9.0,121.515082,25.03761245
19971,110,4,27,18,55,2,05中正區,中正區公園路64號,0,0,1,2,F01,8,3,5,30,14,20,2,5,4,5,7,4,4,10,5,5,2,16,2,35.0,2.0,9.0,4.0,5.0,7.0,9.0,8.0,20.0,2.0,16.0,,23.0,19,1.0,22.0,9.0,121.515082,25.03761245
19988,110,4,27,21,20,2,05中正區,中正區延平南路171巷4號,0,0,2,1,C03,8,3,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,1,51.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,6.0,6,1.0,22.0,9.0,121.5080257,25.03477324
19989,110,4,27,21,20,2,05中正區,中正區延平南路171巷4號,0,0,2,2,F01,8,3,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,2,48.0,2.0,9.0,4.0,5.0,7.0,9.0,8.0,20.0,1.0,16.0,,42.0,6,1.0,22.0,9.0,121.5080257,25.03477324
19990,110,4,27,21,20,2,05中正區,中正區延平南路171巷4號,0,0,2,3,H02,8,3,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,2,14.0,4.0,11.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,6,1.0,22.0,9.0,121.5080257,25.03477324
19993,110,4,27,21,32,2,05中正區,中正區羅斯福路1段與愛國東路口,0,0,2,1,C03,8,3,5,40,4,1,1,5,4,5,7,1,1,3,4,4,1,16,2,38.0,2.0,9.0,1.0,1.0,7.0,8.0,1.0,10.0,1.0,12.0,,7.0,7,1.0,22.0,9.0,121.5169244,25.0347056
19994,110,4,27,21,32,2,05中正區,中正區羅斯福路1段與愛國東路口,0,0,2,2,C03,8,3,5,40,4,1,1,5,4,5,7,1,1,3,4,4,1,16,1,50.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,23.0,7,1.0,22.0,9.0,121.5169244,25.0347056
20014,110,4,28,6,14,2,05中正區,中正區中華路2段與西藏路口,0,0,3,1,B01,7,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,16,1,65.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,4.0,2.0,2.0,,25.0,25,1.0,22.0,9.0,121.5041578,25.02995667
20015,110,4,28,6,14,2,05中正區,中正區中華路2段與西藏路口,0,0,3,2,B03,7,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,16,1,23.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,1.0,,13.0,25,1.0,22.0,9.0,121.5041578,25.02995667
20016,110,4,28,6,14,2,05中正區,中正區中華路2段與西藏路口,0,0,3,3,C03,7,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,16,1,58.0,3.0,10.0,3.0,1.0,7.0,13.0,7.0,19.0,11.0,15.0,,44.0,25,1.0,22.0,9.0,121.5041578,25.02995667
20017,110,4,28,6,14,2,05中正區,中正區中華路2段與西藏路口,0,0,3,4,C03,7,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,16,1,64.0,3.0,10.0,3.0,1.0,7.0,13.0,7.0,19.0,11.0,15.0,,44.0,25,1.0,22.0,9.0,121.5041578,25.02995667
20018,110,4,28,6,14,2,05中正區,中正區中華路2段與西藏路口,0,0,3,5,C03,7,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,16,3,,,,,,,,,,,,,67.0,25,1.0,,,121.5041578,25.02995667
20019,110,4,28,6,14,2,05中正區,中正區中華路2段與西藏路口,0,0,3,6,C03,7,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,16,1,27.0,3.0,10.0,3.0,1.0,7.0,13.0,7.0,19.0,11.0,15.0,,44.0,25,1.0,22.0,9.0,121.5041578,25.02995667
20020,110,4,28,6,14,2,05中正區,中正區中華路2段與西藏路口,0,0,3,7,C03,7,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,16,1,35.0,3.0,10.0,3.0,1.0,7.0,13.0,1.0,10.0,11.0,15.0,,46.0,25,1.0,22.0,9.0,121.5041578,25.02995667
20021,110,4,28,6,14,2,05中正區,中正區中華路2段與西藏路口,0,0,3,8,,7,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,16,3,,,,,,,,,,,,,67.0,25,1.0,,,121.5041578,25.02995667
20022,110,4,28,6,14,2,05中正區,中正區中華路2段與西藏路口,0,0,3,9,H02,7,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,16,2,24.0,2.0,9.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,25,1.0,22.0,9.0,121.5041578,25.02995667
20023,110,4,28,6,14,2,05中正區,中正區中華路2段與西藏路口,0,0,3,10,H02,7,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,16,1,20.0,4.0,11.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,25,1.0,22.0,9.0,121.5041578,25.02995667
20024,110,4,28,6,14,2,05中正區,中正區中華路2段與西藏路口,0,0,3,11,H02,7,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,2,16,2,19.0,4.0,11.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,25,1.0,22.0,9.0,121.5041578,25.02995667
20069,110,4,28,9,1,2,05中正區,中正區中山南路與愛國西路口,0,0,1,1,B12,6,1,5,50,4,1,1,4,4,5,7,2,1,1,4,1,2,17,1,47.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,2.0,15.0,,9.0,9,1.0,22.0,9.0,121.5164904,25.03518132
20070,110,4,28,9,1,2,05中正區,中正區中山南路與愛國西路口,0,0,1,2,C03,6,1,5,50,4,1,1,4,4,5,7,2,1,1,4,1,2,17,1,34.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,44.0,9,1.0,22.0,9.0,121.5164904,25.03518132
20085,110,4,28,10,8,2,05中正區,中正區羅斯福路2段100號,0,0,2,1,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,1,4,5,1,17,1,42.0,2.0,7.0,1.0,1.0,7.0,7.0,1.0,9.0,2.0,14.0,,7.0,7,1.0,22.0,9.0,121.5226543,25.02671848
20086,110,4,28,10,8,2,05中正區,中正區羅斯福路2段100號,0,0,2,2,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,1,4,5,1,17,1,22.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,44.0,7,1.0,22.0,9.0,121.5226543,25.02671848
20087,110,4,28,10,8,2,05中正區,中正區羅斯福路2段100號,0,0,2,3,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,1,4,5,1,17,1,29.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,14.0,7,1.0,22.0,9.0,121.5226543,25.02671848
20088,110,4,28,10,8,2,05中正區,中正區羅斯福路2段100號,0,0,2,4,H02,6,1,5,50,14,9,1,4,4,5,7,4,4,1,4,5,1,17,2,22.0,4.0,11.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,7,1.0,22.0,9.0,121.5226543,25.02671848
20127,110,4,28,13,52,2,05中正區,中正區懷寧街88號,0,0,1,1,C04,6,1,5,50,14,9,1,4,4,5,7,4,4,10,3,5,2,17,2,56.0,2.0,1.0,1.0,1.0,7.0,15.0,1.0,8.0,2.0,11.0,,42.0,42,1.0,22.0,9.0,121.514041,25.0427043
20128,110,4,28,13,52,2,05中正區,中正區懷寧街88號,0,0,1,2,B01,6,1,5,50,14,9,1,4,4,5,7,4,4,10,3,5,2,17,1,57.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,2.0,7.0,,44.0,42,1.0,22.0,9.0,121.514041,25.0427043
20129,110,4,28,13,59,2,05中正區,中正區林森南路69號,0,0,1,1,B03,6,1,5,50,14,9,1,4,4,5,7,4,4,9,4,5,2,17,2,54.0,3.0,10.0,1.0,1.0,7.0,11.0,1.0,8.0,2.0,4.0,,26.0,26,1.0,22.0,9.0,121.5218458,25.03960776
20130,110,4,28,13,59,2,05中正區,中正區林森南路69號,0,0,1,2,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,9,4,5,2,17,1,36.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,13.0,26,1.0,22.0,9.0,121.5218458,25.03960776
20137,110,4,28,14,26,2,05中正區,中正區羅斯福路1段與林森南路口口,0,0,1,1,B03,6,1,5,50,5,1,1,4,4,5,7,1,1,1,4,5,1,17,1,39.0,3.0,10.0,1.0,1.0,7.0,8.0,1.0,8.0,9.0,15.0,,7.0,7,1.0,22.0,9.0,121.5183321,25.03282986
20138,110,4,28,14,26,2,05中正區,中正區羅斯福路1段與林森南路口口,0,0,1,2,C03,6,1,5,50,5,1,1,4,4,5,7,1,1,1,4,5,1,17,1,30.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,9.0,12.0,,42.0,7,1.0,22.0,9.0,121.5183321,25.03282986
20170,110,4,28,16,52,2,05中正區,中正區中山南路與仁愛路1段口,0,0,1,1,C03,6,1,5,50,5,1,1,4,4,5,7,1,1,1,4,5,2,17,1,43.0,3.0,10.0,1.0,1.0,7.0,8.0,1.0,9.0,2.0,15.0,,7.0,7,1.0,22.0,9.0,121.5181029,25.03911498
20171,110,4,28,16,52,2,05中正區,中正區中山南路與仁愛路1段口,0,0,1,2,C03,6,1,5,50,5,1,1,4,4,5,7,1,1,1,4,5,2,17,1,22.0,2.0,7.0,1.0,1.0,7.0,15.0,1.0,10.0,2.0,12.0,,44.0,7,1.0,22.0,9.0,121.5181029,25.03911498
20180,110,4,28,18,25,2,05中正區,中正區羅斯福路4段與基隆路4段口,0,0,1,1,C03,6,3,5,50,5,1,1,4,4,5,7,1,1,1,4,5,2,15,1,56.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,25.0,25,1.0,22.0,9.0,121.5369398,25.0113195
20182,110,4,28,18,25,2,05中正區,中正區羅斯福路4段與基隆路4段口,0,0,1,2,B03,6,3,5,50,5,1,1,4,4,5,7,1,1,1,4,5,2,15,1,31.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,5.0,,44.0,25,1.0,22.0,9.0,121.5369398,25.0113195
20193,110,4,28,19,19,2,05中正區,中正區思源街16號,0,0,1,1,C03,6,3,5,50,14,9,1,4,4,5,7,4,4,2,4,5,1,13,1,37.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,23.0,23,1.0,22.0,9.0,121.5305926,25.01375086
20195,110,4,28,19,19,2,05中正區,中正區思源街16號,0,0,1,2,F01,6,3,5,50,14,9,1,4,4,5,7,4,4,2,4,5,1,13,1,72.0,2.0,9.0,4.0,1.0,7.0,9.0,8.0,20.0,1.0,16.0,,27.0,23,1.0,22.0,9.0,121.5305926,25.01375086
20198,110,4,28,19,29,2,05中正區,中正區林森南路與濟南路1段口,0,0,1,1,C03,6,3,5,50,4,2,1,4,4,5,7,1,1,9,4,5,2,17,2,61.0,3.0,10.0,1.0,4.0,7.0,9.0,1.0,10.0,2.0,15.0,,30.0,30,1.0,22.0,9.0,121.522686,25.04249946
20199,110,4,28,19,29,2,05中正區,中正區林森南路與濟南路1段口,0,0,1,2,C03,6,3,5,50,4,2,1,4,4,5,7,1,1,9,4,5,2,17,2,34.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,44.0,30,1.0,22.0,9.0,121.522686,25.04249946
20208,110,4,28,20,50,2,05中正區,中正區林森南路地下道,0,0,1,1,B03,6,3,5,50,7,11,1,4,4,5,7,4,4,5,5,4,2,17,2,52.0,4.0,11.0,3.0,4.0,7.0,21.0,7.0,19.0,11.0,15.0,,17.0,17,2.0,22.0,9.0,121.5193375,25.03436384
20209,110,4,28,20,50,2,05中正區,中正區林森南路地下道,0,0,1,2,C03,6,3,5,50,7,11,1,4,4,5,7,4,4,5,5,4,2,17,1,68.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,15.0,,17.0,17,1.0,22.0,9.0,121.5193375,25.03436384
20223,110,4,28,23,26,2,05中正區,中正區忠孝東路2段與臨沂街口,0,0,2,1,B02,6,3,5,50,4,1,1,4,4,5,7,3,1,1,4,5,1,15,1,62.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,2.0,2.0,,6.0,6,1.0,22.0,9.0,121.530759,25.04296411
20224,110,4,28,23,26,2,05中正區,中正區忠孝東路2段與臨沂街口,0,0,2,2,B03,6,3,5,50,4,1,1,4,4,5,7,3,1,1,4,5,1,15,2,37.0,2.0,3.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,1.0,,13.0,6,1.0,22.0,9.0,121.530759,25.04296411
20225,110,4,28,23,26,2,05中正區,中正區忠孝東路2段與臨沂街口,0,0,2,3,H02,6,3,5,50,4,1,1,4,4,5,7,3,1,1,4,5,1,15,2,26.0,2.0,9.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,6,1.0,22.0,9.0,121.530759,25.04296411
20233,110,4,29,7,18,2,05中正區,中正區市民大道1段與中山北路1段口口,0,0,1,1,C03,6,1,5,40,4,2,1,4,4,5,7,2,1,9,4,5,1,13,2,18.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,23.0,23,1.0,18.0,1.0,121.5206573,25.04793723
20235,110,4,29,7,18,2,05中正區,中正區市民大道1段與中山北路1段口口,0,0,1,2,C03,6,1,5,40,4,2,1,4,4,5,7,2,1,9,4,5,1,13,1,57.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,13.0,,44.0,23,1.0,21.0,7.0,121.5206573,25.04793723
20273,110,4,29,10,5,2,05中正區,中正區汀州路3段與思源街口,0,0,1,1,B12,6,1,5,50,3,1,1,4,4,5,7,2,1,4,4,5,1,16,1,67.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,1.0,2.0,,9.0,9,1.0,22.0,9.0,121.5321102,25.01509089
20274,110,4,29,10,5,2,05中正區,中正區仁愛路2段20巷口,0,0,1,1,B03,6,1,5,50,14,9,1,4,4,5,7,4,4,10,4,1,1,12,1,42.0,3.0,10.0,1.0,1.0,7.0,7.0,1.0,8.0,1.0,2.0,,7.0,7,1.0,22.0,9.0,121.5265311,25.03814456
20276,110,4,29,10,5,2,05中正區,中正區汀州路3段與思源街口,0,0,1,2,C03,6,1,5,50,3,1,1,4,4,5,7,2,1,4,4,5,1,16,2,25.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,23.0,9,1.0,22.0,9.0,121.5321102,25.01509089
20277,110,4,29,10,5,2,05中正區,中正區仁愛路2段20巷口,0,0,1,2,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,10,4,1,1,12,2,19.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,44.0,7,1.0,22.0,9.0,121.5265311,25.03814456
