發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序,車種,天候,光線,道路類別,速限,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,X,Y
39700,110,10,4,12,40,2,05中正區,中正區中山南路與徐州路口,0,0,2,2,C03,8,1,5,50,3,1,1,5,4,5,7,2,1,1,4,1,2,12,1,25.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,44.0,9,1.0,22.0,9.0,121.5186548,25.04182659
39720,110,10,4,13,46,2,05中正區,中正區常德街1號,0,0,2,1,B01,8,1,5,30,14,9,1,5,4,5,7,4,4,10,4,5,2,3,1,69.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,2.0,2.0,,23.0,23,1.0,22.0,9.0,121.5171407,25.04124449
39721,110,10,4,13,46,2,05中正區,中正區常德街1號,0,0,2,2,H01,8,1,5,30,14,9,1,5,4,5,7,4,4,10,4,5,2,3,2,81.0,2.0,9.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,,67.0,23,1.0,22.0,9.0,121.5171407,25.04124449
39722,110,10,4,13,46,2,05中正區,中正區常德街1號,0,0,2,3,H01,8,1,5,30,14,9,1,5,4,5,7,4,4,10,4,5,2,3,2,59.0,2.0,8.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,,67.0,23,1.0,22.0,9.0,121.5171407,25.04124449
39744,110,10,4,16,10,2,05中正區,中正區中山南路與愛國西路口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,1,2,12,1,64.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,2.0,5.0,,9.0,9,1.0,22.0,9.0,121.516366,25.03510198
39745,110,10,4,16,10,2,05中正區,中正區中山南路與愛國西路口,0,0,1,2,F01,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,1,2,12,2,40.0,2.0,9.0,4.0,5.0,7.0,9.0,8.0,20.0,2.0,16.0,,42.0,9,1.0,22.0,9.0,121.516366,25.03510198
39782,110,10,4,18,46,2,05中正區,中正區羅斯福路2段與和平西路1段口,0,0,1,1,C03,8,4,5,50,14,7,1,5,4,5,7,1,1,2,4,4,2,13,1,26.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,9.0,1.0,11.0,,16.0,16,1.0,22.0,9.0,121.5219398,25.02704627
39783,110,10,4,18,46,2,05中正區,中正區羅斯福路2段與和平西路1段口,0,0,1,2,C03,8,4,5,50,14,7,1,5,4,5,7,1,1,2,4,4,2,13,2,24.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,13.0,,16.0,16,1.0,22.0,9.0,121.5219398,25.02704627
39784,110,10,4,18,46,2,05中正區,中正區羅斯福路2段與和平西路1段口,0,0,1,3,B03,8,4,5,50,14,7,1,5,4,5,7,1,1,2,4,4,2,13,2,68.0,3.0,10.0,1.0,1.0,7.0,12.0,1.0,8.0,1.0,4.0,,44.0,16,1.0,22.0,9.0,121.5219398,25.02704627
39800,110,10,4,23,15,2,05中正區,中正區重慶南路3段63號,0,0,1,1,B01,8,3,5,30,14,9,1,5,4,5,7,4,4,3,4,5,2,2,1,58.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,2.0,1.0,,23.0,23,1.0,22.0,9.0,121.5162431,25.02672947
39801,110,10,4,23,15,2,05中正區,中正區重慶南路3段63號,0,0,1,2,H01,8,3,5,30,14,9,1,5,4,5,7,4,4,3,4,5,2,2,2,61.0,2.0,9.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,,67.0,23,1.0,22.0,9.0,121.5162431,25.02672947
39837,110,10,5,8,45,2,05中正區,中正區館前路與開封街1段口,0,0,1,1,C03,8,1,5,0,3,1,1,5,4,5,7,4,4,10,5,5,2,12,2,31.0,4.0,11.0,3.0,4.0,7.0,5.0,7.0,19.0,11.0,15.0,,8.0,8,2.0,22.0,9.0,121.5150188,25.04595509
39838,110,10,5,8,45,2,05中正區,中正區館前路與開封街1段口,0,0,1,2,C03,8,1,5,0,3,1,1,5,4,5,7,4,4,10,5,5,2,12,2,31.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,44.0,8,1.0,22.0,9.0,121.5150188,25.04595509
39851,110,10,5,9,34,2,05中正區,中正區中山南路5號,0,0,1,1,B12,8,1,5,50,14,9,1,5,4,1,6,4,4,5,4,5,2,17,1,55.0,3.0,10.0,1.0,1.0,7.0,14.0,6.0,8.0,2.0,6.0,,42.0,42,1.0,22.0,9.0,121.51874,25.0422975
39852,110,10,5,9,34,2,05中正區,中正區中山南路5號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,1,6,4,4,5,4,5,2,17,1,44.0,2.0,9.0,1.0,1.0,7.0,7.0,1.0,10.0,2.0,11.0,,23.0,42,1.0,22.0,9.0,121.51874,25.0422975
39857,110,10,5,10,1,2,05中正區,中正區中山南路與信義路1段口,0,0,1,1,B03,8,1,5,40,4,1,1,5,4,5,7,2,1,9,4,1,1,16,2,71.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,2.0,1.0,,9.0,9,1.0,22.0,9.0,121.5180513,25.03838234
39858,110,10,5,10,1,2,05中正區,中正區中山南路與信義路1段口,0,0,1,2,F01,8,1,5,40,4,1,1,5,4,5,7,2,1,9,4,1,1,16,2,36.0,2.0,1.0,4.0,5.0,7.0,11.0,8.0,20.0,10.0,16.0,,11.0,9,1.0,22.0,9.0,121.5180513,25.03838234
39915,110,10,5,14,0,2,05中正區,中正區中山南路與信義路1段口,0,0,1,1,B03,8,1,5,50,5,1,1,5,4,5,7,2,1,1,4,1,2,12,2,26.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,1.0,5.0,,9.0,9,1.0,21.0,8.0,121.5179252,25.03852791
39917,110,10,5,14,0,2,05中正區,中正區中山南路與信義路1段口,0,0,1,2,C03,8,1,5,50,5,1,1,5,4,5,7,2,1,1,4,1,2,12,1,25.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,44.0,9,1.0,21.0,8.0,121.5179252,25.03852791
39947,110,10,5,16,55,2,05中正區,中正區和平西路2段104巷與和平西路2段口,0,0,1,1,C03,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,17,1,56.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,10.0,9.0,15.0,,9.0,9,1.0,22.0,9.0,121.508225,25.03093834
39948,110,10,5,16,55,2,05中正區,中正區和平西路2段104巷與和平西路2段口,0,0,1,2,F01,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,17,1,16.0,2.0,9.0,4.0,5.0,7.0,9.0,8.0,20.0,1.0,16.0,,43.0,9,1.0,22.0,9.0,121.508225,25.03093834
40004,110,10,5,20,7,2,05中正區,中正區中華路1段41號,0,0,2,1,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,13,1,21.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,23.0,23,1.0,22.0,9.0,121.5092522,25.04487709
40005,110,10,5,20,7,2,05中正區,中正區中華路1段41號,0,0,2,2,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,13,1,21.0,2.0,9.0,1.0,1.0,7.0,14.0,1.0,10.0,1.0,13.0,,44.0,23,1.0,22.0,9.0,121.5092522,25.04487709
40006,110,10,5,20,7,2,05中正區,中正區中華路1段41號,0,0,2,3,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,13,1,22.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,10.0,1.0,13.0,,44.0,23,1.0,22.0,9.0,121.5092522,25.04487709
40007,110,10,5,20,7,2,05中正區,中正區中華路1段41號,0,0,2,4,B03,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,13,1,48.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,8.0,1.0,3.0,,44.0,23,1.0,22.0,9.0,121.5092522,25.04487709
40083,110,10,6,9,15,2,05中正區,中正區羅斯福路4段與基隆路4段口,0,0,2,1,C03,8,1,5,50,16,8,1,5,4,5,7,1,1,9,3,4,2,12,1,27.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,14.0,,43.0,43,1.0,22.0,9.0,121.5369076,25.01136778
40084,110,10,6,9,15,2,05中正區,中正區羅斯福路4段與基隆路4段口,0,0,2,2,C03,8,1,5,50,16,8,1,5,4,5,7,1,1,9,3,4,2,12,2,33.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,,43.0,43,1.0,22.0,9.0,121.5369076,25.01136778
40085,110,10,6,9,15,2,05中正區,中正區羅斯福路4段與基隆路4段口,0,0,2,3,H02,8,1,5,50,16,8,1,5,4,5,7,1,1,9,3,4,2,12,1,22.0,2.0,9.0,1.0,5.0,7.0,21.0,8.0,20.0,10.0,16.0,,67.0,43,1.0,22.0,9.0,121.5369076,25.01136778
40094,110,10,6,11,40,2,05中正區,中正區林森北路9巷與林森北路口側附近口,0,0,1,1,B03,8,1,5,0,3,1,1,5,4,5,7,4,4,5,4,5,2,17,1,52.0,3.0,10.0,1.0,1.0,7.0,11.0,1.0,4.0,1.0,4.0,,10.0,10,1.0,22.0,9.0,121.5236411,25.04582975
40095,110,10,6,11,40,2,05中正區,中正區林森北路9巷與林森北路口側附近口,0,0,1,2,C03,8,1,5,0,3,1,1,5,4,5,7,4,4,5,4,5,2,17,1,41.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,,44.0,10,1.0,22.0,9.0,121.5236411,25.04582975
40120,110,10,6,13,40,2,05中正區,中正區公園路與信陽街口,0,0,1,1,C03,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,5,2,17,1,26.0,2.0,8.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,14.0,,6.0,6,1.0,22.0,9.0,121.5170736,25.0446251
40121,110,10,6,13,40,2,05中正區,中正區公園路與信陽街口,0,0,1,2,B01,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,5,2,17,1,60.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,1.0,5.0,,44.0,6,1.0,22.0,9.0,121.5170736,25.0446251
40236,110,10,6,21,15,2,05中正區,中正區中山南路與信義路1段口,0,0,1,1,C03,8,3,5,50,5,1,1,5,4,5,7,1,1,1,4,5,2,17,1,21.0,2.0,9.0,1.0,1.0,7.0,5.0,3.0,18.0,1.0,14.0,,26.0,26,1.0,22.0,9.0,121.5179802,25.03877484
40237,110,10,6,21,15,2,05中正區,中正區中山南路與信義路1段口,0,0,1,2,B03,8,3,5,50,5,1,1,5,4,5,7,1,1,1,4,5,2,17,1,46.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,1.0,5.0,,44.0,26,1.0,22.0,9.0,121.5179802,25.03877484
40249,110,10,6,22,20,2,05中正區,中正區福和橋機車道,0,0,2,1,C03,8,3,5,40,8,11,1,5,4,5,7,4,4,10,4,5,2,13,1,24.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,10.0,1.0,13.0,,44.0,44,1.0,22.0,9.0,121.5333601,25.009388
40251,110,10,6,22,20,2,05中正區,中正區福和橋機車道,0,0,2,2,C03,8,3,5,40,8,11,1,5,4,5,7,4,4,10,4,5,2,13,1,21.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,10.0,1.0,13.0,11.0,44.0,44,1.0,22.0,9.0,121.5333601,25.009388
40253,110,10,6,22,20,2,05中正區,中正區福和橋機車道,0,0,2,3,C03,8,3,5,40,8,11,1,5,4,5,7,4,4,10,4,5,2,13,1,21.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,13.0,16.0,44,1.0,22.0,9.0,121.5333601,25.009388
40254,110,10,6,22,20,2,05中正區,中正區福和橋機車道,0,0,2,4,C03,8,3,5,40,8,11,1,5,4,5,7,4,4,10,4,5,2,13,1,15.0,2.0,8.0,1.0,1.0,7.0,9.0,2.0,18.0,1.0,11.0,13.0,16.0,44,1.0,22.0,9.0,121.5333601,25.009388
40255,110,10,6,22,20,2,05中正區,中正區福和橋機車道,0,0,2,5,C03,8,3,5,40,8,11,1,5,4,5,7,4,4,10,4,5,2,13,1,24.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,16.0,44,1.0,22.0,9.0,121.5333601,25.009388
40268,110,10,7,7,30,2,05中正區,中正區信義路2段285號,0,0,1,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,17,2,55.0,3.0,10.0,1.0,1.0,7.0,15.0,1.0,10.0,2.0,12.0,,44.0,44,1.0,22.0,9.0,121.5322834,25.03376604
40269,110,10,7,7,30,2,05中正區,中正區信義路2段285號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,17,1,26.0,2.0,7.0,1.0,1.0,7.0,14.0,1.0,10.0,2.0,14.0,,43.0,44,1.0,22.0,9.0,121.5322834,25.03376604
40274,110,10,7,7,45,2,05中正區,中正區公園路與凱達格蘭大道口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,2,1,9,5,5,2,11,1,45.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,1.0,1.0,,6.0,6,1.0,21.0,8.0,121.5155988,25.0395849
40275,110,10,7,7,45,2,05中正區,中正區公園路與凱達格蘭大道口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,9,5,5,2,11,2,25.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,44.0,6,1.0,21.0,8.0,121.5155988,25.0395849
40289,110,10,7,8,0,2,05中正區,中正區常德街1號西側,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,4,2,13,2,48.0,3.0,10.0,1.0,1.0,7.0,1.0,1.0,8.0,9.0,1.0,,19.0,19,1.0,22.0,9.0,121.5167674,25.04131667
40293,110,10,7,8,0,2,05中正區,中正區常德街1號西側,0,0,1,2,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,4,2,13,1,63.0,3.0,10.0,3.0,4.0,7.0,13.0,1.0,8.0,9.0,3.0,,44.0,19,1.0,22.0,9.0,121.5167674,25.04131667
40296,110,10,7,8,0,2,05中正區,中正區常德街1號西側,0,0,1,3,H02,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,4,2,13,2,86.0,2.0,5.0,4.0,5.0,7.0,17.0,8.0,20.0,10.0,16.0,,67.0,19,1.0,22.0,9.0,121.5167674,25.04131667
40297,110,10,7,8,0,2,05中正區,中正區常德街1號西側,0,0,1,4,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,4,2,13,4,,4.0,11.0,3.0,4.0,7.0,15.0,7.0,19.0,11.0,15.0,,43.0,19,2.0,22.0,9.0,121.5167674,25.04131667
40362,110,10,7,12,0,2,05中正區,中正區中山南路7號,0,0,1,1,A02,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,1,2,12,1,64.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,2.0,2.0,5.0,,9.0,9,1.0,22.0,9.0,121.5181303,25.03994027
40363,110,10,7,12,0,2,05中正區,中正區中山南路7號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,1,2,12,1,22.0,2.0,9.0,1.0,1.0,7.0,4.0,1.0,10.0,2.0,14.0,,1.0,9,1.0,22.0,9.0,121.5181303,25.03994027
40389,110,10,7,14,26,2,05中正區,中正區廣州街8巷與廣州街口,0,0,1,1,C03,8,1,5,50,3,1,1,5,4,5,7,3,1,5,4,5,2,17,2,65.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,11.0,14.0,,42.0,42,2.0,22.0,9.0,121.5083167,25.03553571
40390,110,10,7,14,26,2,05中正區,中正區廣州街8巷與廣州街口,0,0,1,2,B03,8,1,5,50,3,1,1,5,4,5,7,3,1,5,4,5,2,17,2,58.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,1.0,5.0,,6.0,42,1.0,22.0,9.0,121.5083167,25.03553571
40391,110,10,7,14,26,2,05中正區,中正區廣州街8巷與廣州街口,0,0,1,3,B12,8,1,5,50,3,1,1,5,4,5,7,3,1,5,4,5,2,17,1,31.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,8.0,1.0,1.0,,44.0,42,1.0,22.0,9.0,121.5083167,25.03553571
40394,110,10,7,14,57,2,05中正區,中正區永福橋128號燈桿附近,0,0,1,1,A12,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,12,1,53.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,1.0,1.0,2.0,,17.0,17,1.0,22.0,9.0,121.5287312,25.01225708
40395,110,10,7,14,57,2,05中正區,中正區永福橋128號燈桿附近,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,12,2,42.0,2.0,9.0,1.0,1.0,7.0,9.0,3.0,18.0,1.0,14.0,,17.0,17,1.0,22.0,9.0,121.5287312,25.01225708
40404,110,10,7,15,25,2,05中正區,中正區市民大道1段與承德路1段口,0,0,1,1,B03,8,1,5,40,5,1,1,5,4,5,7,1,1,10,5,5,2,17,1,26.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,1.0,5.0,,23.0,23,1.0,22.0,9.0,121.5164264,25.04861928
40405,110,10,7,15,25,2,05中正區,中正區市民大道1段與承德路1段口,0,0,1,2,C03,8,1,5,40,5,1,1,5,4,5,7,1,1,10,5,5,2,17,2,28.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,44.0,23,1.0,22.0,9.0,121.5164264,25.04861928
40417,110,10,7,16,54,2,05中正區,中正區林森北路11號,0,0,2,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,13,1,42.0,3.0,10.0,1.0,1.0,7.0,15.0,1.0,8.0,2.0,7.0,,43.0,43,1.0,22.0,9.0,121.5236934,25.04600454
40418,110,10,7,16,54,2,05中正區,中正區林森北路11號,0,0,2,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,13,1,19.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,43.0,43,1.0,22.0,9.0,121.5236934,25.04600454
40419,110,10,7,16,54,2,05中正區,中正區林森北路11號,0,0,2,3,H02,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,13,2,19.0,2.0,8.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,43,1.0,22.0,9.0,121.5236934,25.04600454
40420,110,10,7,17,20,2,05中正區,中正區羅斯福路3段126號台電大樓捷運5號出入口,0,0,1,1,F01,8,2,8,0,15,20,2,5,4,5,7,4,4,10,5,5,2,1,2,57.0,3.0,10.0,4.0,5.0,7.0,9.0,8.0,20.0,1.0,16.0,,15.0,15,1.0,22.0,9.0,121.5280732,25.02060912
40421,110,10,7,17,20,2,05中正區,中正區羅斯福路3段126號台電大樓捷運5號出入口,0,0,1,2,H01,8,2,8,0,15,20,2,5,4,5,7,4,4,10,5,5,2,1,2,40.0,2.0,9.0,4.0,5.0,8.0,16.0,8.0,20.0,1.0,16.0,,67.0,15,1.0,22.0,9.0,121.5280732,25.02060912
40427,110,10,7,18,10,2,05中正區,中正區新生南路1段160巷與信義路2段243巷口口,0,0,1,1,C03,8,3,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,2,26.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,6.0,6,1.0,22.0,9.0,121.5311636,25.03459835
40428,110,10,7,18,10,2,05中正區,中正區新生南路1段160巷與信義路2段243巷口口,0,0,1,2,C03,8,3,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,2,43.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,44.0,6,1.0,22.0,9.0,121.5311636,25.03459835
40431,110,10,7,18,15,2,05中正區,中正區羅斯福路1段與愛國西路口,0,0,2,1,C03,7,3,5,50,14,9,1,5,4,5,7,2,1,2,4,4,1,16,1,35.0,2.0,9.0,1.0,1.0,7.0,6.0,1.0,10.0,1.0,11.0,,23.0,23,1.0,22.0,9.0,121.5169293,25.0343911
40432,110,10,7,18,15,2,05中正區,中正區羅斯福路1段與愛國西路口,0,0,2,2,F01,7,3,5,50,14,9,1,5,4,5,7,2,1,2,4,4,1,16,2,56.0,2.0,9.0,4.0,1.0,7.0,9.0,8.0,20.0,1.0,16.0,,44.0,23,1.0,22.0,9.0,121.5169293,25.0343911
40433,110,10,7,18,30,2,05中正區,中正區羅斯福路1段與南海路口口,0,0,1,1,C03,8,3,8,0,15,22,1,5,4,5,7,4,4,10,5,5,2,16,1,43.0,2.0,9.0,1.0,1.0,7.0,15.0,1.0,10.0,2.0,11.0,,42.0,42,1.0,22.0,9.0,121.5179451,25.03307943
40434,110,10,7,18,30,2,05中正區,中正區羅斯福路1段與南海路口口,0,0,1,2,C03,8,3,8,0,15,22,1,5,4,5,7,4,4,10,5,5,2,16,1,32.0,3.0,10.0,1.0,1.0,7.0,13.0,1.0,10.0,2.0,14.0,,44.0,42,1.0,22.0,9.0,121.5179451,25.03307943
40446,110,10,7,19,32,2,05中正區,中正區羅斯福路2段與杭州南路2段口,0,0,1,1,B03,8,3,5,50,5,1,1,5,4,5,7,1,1,3,4,5,2,17,2,53.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,8.0,,23.0,23,1.0,22.0,9.0,121.5216219,25.02828342
40447,110,10,7,19,32,2,05中正區,中正區羅斯福路2段與杭州南路2段口,0,0,1,2,C03,8,3,5,50,5,1,1,5,4,5,7,1,1,3,4,5,2,17,1,29.0,2.0,8.0,1.0,3.0,7.0,14.0,1.0,10.0,2.0,11.0,,44.0,23,1.0,22.0,9.0,121.5216219,25.02828342
40463,110,10,7,22,15,2,05中正區,中正區懷寧街與漢口街1段口,0,0,2,1,C03,8,3,5,50,14,9,1,5,4,5,7,3,1,9,4,5,2,16,1,34.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,12.0,,6.0,6,1.0,22.0,9.0,121.5142067,25.04518749
40464,110,10,7,22,15,2,05中正區,中正區懷寧街與漢口街1段口,0,0,2,2,B01,8,3,5,50,14,9,1,5,4,5,7,3,1,9,4,5,2,16,1,42.0,2.0,3.0,1.0,1.0,7.0,9.0,1.0,4.0,2.0,8.0,,14.0,6,1.0,22.0,9.0,121.5142067,25.04518749
40525,110,10,8,11,0,2,05中正區,中正區羅斯福路3段68號與浦城街口,0,0,1,1,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,5,2,12,1,20.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,17.0,17,1.0,22.0,9.0,121.5262564,25.02222284
40526,110,10,8,11,0,2,05中正區,中正區羅斯福路3段68號與浦城街口,0,0,1,2,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,5,2,12,2,24.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,23.0,17,1.0,22.0,9.0,121.5262564,25.02222284
40531,110,10,8,11,20,2,05中正區,中正區重慶南路3段與汀州路2段口口,0,0,1,1,B03,8,1,5,30,4,1,1,5,4,1,7,1,1,1,4,5,1,16,1,63.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,1.0,1.0,,6.0,6,1.0,22.0,9.0,121.516492,25.02573161
40532,110,10,8,11,20,2,05中正區,中正區重慶南路3段與汀州路2段口口,0,0,1,2,C03,8,1,5,30,4,1,1,5,4,1,7,1,1,1,4,5,1,16,1,19.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,13.0,6,1.0,22.0,9.0,121.516492,25.02573161
40539,110,10,8,13,20,2,05中正區,中正區中山南路與愛國西路口,0,0,2,1,C03,8,1,5,50,14,9,1,5,4,1,1,4,4,1,4,1,2,12,2,34.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,23.0,23,1.0,22.0,9.0,121.5167168,25.03530838
40540,110,10,8,13,20,2,05中正區,中正區中山南路與愛國西路口,0,0,2,2,C03,8,1,5,50,14,9,1,5,4,1,1,4,4,1,4,1,2,12,1,64.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,23,1.0,22.0,9.0,121.5167168,25.03530838
40541,110,10,8,13,20,2,05中正區,中正區中山南路與愛國西路口,0,0,2,3,H03,8,1,5,50,14,9,1,5,4,1,1,4,4,1,4,1,2,12,1,46.0,3.0,10.0,4.0,5.0,8.0,17.0,8.0,20.0,10.0,16.0,,67.0,23,1.0,22.0,9.0,121.5167168,25.03530838
40553,110,10,8,14,15,2,05中正區,中正區公園路與貴陽街1段口,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,1,30.0,2.0,5.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,11.0,,6.0,6,1.0,22.0,9.0,121.5152371,25.03858366
40554,110,10,8,14,15,2,05中正區,中正區公園路與貴陽街1段口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,1,18.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,44.0,6,1.0,22.0,9.0,121.5152371,25.03858366
40559,110,10,8,14,37,2,05中正區,中正區愛國東路24號與愛國東路口對面,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,1,2,15,1,43.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,8.0,,25.0,25,1.0,22.0,9.0,121.5182296,25.03433001
40560,110,10,8,14,37,2,05中正區,中正區愛國東路24號與愛國東路口對面,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,1,2,15,1,38.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,44.0,25,1.0,22.0,9.0,121.5182296,25.03433001
40574,110,10,8,16,38,2,05中正區,中正區延平南路與衡陽路口,0,0,1,1,B03,8,1,5,50,3,2,1,5,4,5,7,2,1,9,4,5,2,12,1,45.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,8.0,,8.0,8,1.0,22.0,9.0,121.509585,25.04214553
40575,110,10,8,16,38,2,05中正區,中正區延平南路與衡陽路口,0,0,1,2,C03,8,1,5,50,3,2,1,5,4,5,7,2,1,9,4,5,2,12,1,41.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,44.0,8,1.0,22.0,9.0,121.509585,25.04214553
40596,110,10,8,19,24,2,05中正區,中正區愛國東路與愛國東路116巷口,0,0,3,1,C03,8,3,5,50,3,1,1,5,4,5,7,4,4,1,4,4,2,17,1,24.0,2.0,9.0,1.0,1.0,7.0,6.0,1.0,10.0,2.0,12.0,,9.0,9,1.0,22.0,9.0,121.52157,25.03265064
